SCHEME START,SCHEME END,PRODUCT,DAYS  OF DISCOUNT,DISCOUNT (%),PROD A,PROD B,PROD C,PROD D,PROD E,AHMEDABAD,AMBALA,BANGALORE,CHANDIGARH,CHENNAI,DEHRADUN,DELHI,GHAZIABAD,HYDERABAD,KANPUR,KOCHI,KOLKATA,MUMBAI,PARWANOO,ZIRAKHPUR
30-09-2005,16-08-2006,PROD A,320,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,17-07-2006,PROD A,290,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,06-09-2006,PROD A,341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,06-03-2006,PROD A,157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30-09-2005,06-02-2006,PROD A,129,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,31-05-2006,PROD A,243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,04-04-2006,PROD A,186,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,14-08-2006,PROD B,318,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,10-12-2006,PROD C,436,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,10-11-2006,PROD C,406,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,07-11-2006,PROD E,403,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,07-11-2006,PROD E,403,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,18-10-2006,PROD C,383,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,20-09-2006,PROD E,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30-09-2005,20-09-2006,PROD E,355,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30-09-2005,20-09-2006,PROD E,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,20-09-2006,PROD E,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,20-09-2006,PROD E,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,22-09-2006,PROD E,357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,27-06-2006,PROD E,270,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,22-09-2006,PROD E,357,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,25-09-2006,PROD E,360,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30-09-2005,25-09-2006,PROD E,360,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,27-09-2006,PROD E,362,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,27-09-2006,PROD E,362,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
30-09-2005,27-09-2006,PROD E,362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,27-09-2006,PROD E,362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,25-09-2006,PROD E,360,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,23-11-2006,PROD E,419,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
30-09-2005,22-09-2006,PROD E,357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30-09-2005,27-06-2006,PROD E,270,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,20-09-2006,PROD E,355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,19-06-2006,PROD D,262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,02-12-2007,PROD C,793,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,22-12-2006,PROD C,448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,11-08-2006,PROD D,315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,19-06-2006,PROD D,262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,17-11-2006,PROD C,413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30-09-2005,22-05-2006,PROD D,234,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,07-11-2006,PROD D,403,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,07-11-2006,PROD D,403,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,14-08-2006,PROD D,318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,17-10-2006,PROD D,382,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,11-08-2006,PROD D,315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,11-08-2006,PROD D,315,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-09-2005,26-07-2006,PROD D,299,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30-09-2005,22-05-2006,PROD D,234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-10-2005,03-10-2005,PROD C,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-10-2005,03-10-2005,PROD D,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-10-2005,03-10-2005,PROD D,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02-10-2005,03-10-2005,PROD C,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11-10-2005,20-10-2005,PROD B,9,2,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15-10-2005,31-10-2005,PROD A,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-10-2005,22-10-2005,PROD A,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17-10-2005,22-10-2005,PROD B,5,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14-11-2005,14-01-2006,PROD B,61,3,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21-11-2005,21-01-2006,PROD E,61,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-2006,14-02-2006,PROD A,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-01-2006,14-02-2006,PROD A,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25-01-2006,03-10-2006,PROD A,251,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15-02-2006,15-03-2006,PROD A,28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31-03-2006,02-08-2006,PROD C,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
