Key,Date,Locations,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice,NetStock,Lagged_Sales,Sales_MA_3,Sales_MA_6,Sales_MA_12,Agent_1,Agent_2,Agent_3,Agent_4,Agent_5,Location_AHMEDABAD,Location_AMBALA,Location_BANGALORE,Location_CALCUTTA,Location_CHANDIGARH,Location_CHENNAI,Location_DEHRADUN,Location_DELHI,Location_ERNAKULAM,Location_GHAZIABAD,Location_HYDERABAD,Location_KANPUR,Location_MUMBAI,Location_PARWANOO,Location_ZIRAKPUR
37987AHMEDABAD AGENT 2PROD E,2004-01,AHMEDABAD,CPMNT,PROD E,94560,90560,43680,83638,8.419263456090652,39680,,94560.0,94560.0,94560.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38018AHMEDABAD AGENT 2PROD E,2004-02,AHMEDABAD,CPMNT,PROD E,71520,38720,77760,73595,8.419263456090652,44960,94560.0,83040.0,83040.0,83040.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38047AHMEDABAD AGENT 2PROD E,2004-03,AHMEDABAD,CPMNT,PROD E,40320,44960,43200,73754,8.419263456090652,47840,71520.0,68800.0,68800.0,68800.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38078AHMEDABAD AGENT 2PROD E,2004-04,AHMEDABAD,CPMNT,PROD E,86880,47840,60480,191354,6.15,21440,40320.0,66240.0,73320.0,73320.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38108AHMEDABAD AGENT 2PROD E,2004-05,AHMEDABAD,CPMNT,PROD E,81600,20960,84960,163922,6.15,24320,86880.0,69600.0,74976.0,74976.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38139AHMEDABAD AGENT 2PROD E,2004-06,AHMEDABAD,CPMNT,PROD E,117440,24320,125760,184000,6.15,32640,81600.0,95306.66666666667,82053.33333333333,82053.33333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38169AHMEDABAD AGENT 2PROD E,2004-07,AHMEDABAD,CPMNT,PROD E,98400,32640,116640,210802,6.15,50880,117440.0,99146.66666666667,82693.33333333333,84388.57142857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38200AHMEDABAD AGENT 2PROD E,2004-08,AHMEDABAD,CPMNT,PROD E,84000,50400,89760,183118,6.2,56160,98400.0,99946.66666666667,84773.33333333333,84340.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38231AHMEDABAD AGENT 2PROD E,2004-09,AHMEDABAD,CPMNT,PROD E,88320,56160,56640,100261,8.419263456090652,24480,84000.0,90240.0,92773.33333333333,84782.22222222222,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38261AHMEDABAD AGENT 2PROD E,2004-10,AHMEDABAD,CPMNT,PROD E,89280,24480,92640,82248,8.419263456090652,27840,88320.0,87200.0,93173.33333333333,85232.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38292AHMEDABAD AGENT 2PROD E,2004-11,AHMEDABAD,CPMNT,PROD E,90720,27840,82080,96828,6.2,19200,89280.0,89440.0,94693.33333333333,85730.90909090909,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38322AHMEDABAD AGENT 2PROD E,2004-12,AHMEDABAD,CPMNT,PROD E,110880,19200,116640,85708,8.419263456090652,24960,90720.0,96960.0,93600.0,87826.66666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38353AHMEDABAD AGENT 2PROD E,2005-01,AHMEDABAD,CPMNT,PROD E,79680,24960,82560,81681,8.419263456090652,27840,110880.0,93760.0,90480.0,86586.66666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38384AHMEDABAD AGENT 2PROD E,2005-02,AHMEDABAD,CPMNT,PROD E,76800,27360,83040,88350,6.2,33600,79680.0,89120.0,89280.0,87026.66666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38412AHMEDABAD AGENT 2PROD E,2005-03,AHMEDABAD,CPMNT,PROD E,45600,33600,69120,78117,8.419263456090652,57120,76800.0,67360.0,82160.0,87466.66666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38443AHMEDABAD AGENT 2PROD E,2005-04,AHMEDABAD,CPMNT,PROD E,92160,57120,68160,90436,8.419263456090652,33120,45600.0,71520.0,82640.0,87906.66666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38473AHMEDABAD AGENT 2PROD E,2005-05,AHMEDABAD,CPMNT,PROD E,95040,33120,72000,83104,8.419263456090652,10080,92160.0,77600.0,83360.0,89026.66666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38504AHMEDABAD AGENT 2PROD E,2005-06,AHMEDABAD,CPMNT,PROD E,102720,10080,124320,109605,6.2,31680,95040.0,96640.0,82000.0,87800.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38534AHMEDABAD AGENT 2PROD E,2005-07,AHMEDABAD,CPMNT,PROD E,72960,31680,137280,108758,8.419263456090652,96000,102720.0,90240.0,80880.0,85680.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38565AHMEDABAD AGENT 2PROD E,2005-08,AHMEDABAD,CPMNT,PROD E,86400,96000,0,117551,6.2,9600,72960.0,87360.0,82480.0,85880.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38596AHMEDABAD AGENT 2PROD E,2005-09,AHMEDABAD,CPMNT,PROD E,82560,9600,100800,83320,8.419263456090652,27840,86400.0,80640.0,88640.0,85400.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38626AHMEDABAD AGENT 2PROD E,2005-10,AHMEDABAD,CPMNT,PROD E,75840,27840,150240,92939,8.419263456090652,102240,82560.0,81600.0,85920.0,84280.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38657AHMEDABAD AGENT 2PROD E,2005-11,AHMEDABAD,CPMNT,PROD E,89255,102240,48960,79000,6.2,61945,75840.0,82551.66666666667,84955.83333333333,84157.91666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38687AHMEDABAD AGENT 2PROD E,2005-12,AHMEDABAD,CPMNT,PROD E,87840,61920,39840,92000,8.419263456090652,13920,89255.0,84311.66666666667,82475.83333333333,82237.91666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38718AHMEDABAD AGENT 2PROD E,2006-01,AHMEDABAD,CPMNT,PROD E,63840,13920,90240,95523,6.2,40320,87840.0,80311.66666666667,80955.83333333333,80917.91666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38749AHMEDABAD AGENT 2PROD E,2006-02,AHMEDABAD,CPMNT,PROD E,66720,40320,72972,93361,6.2,46572,63840.0,72800.0,77675.83333333333,80077.91666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38777AHMEDABAD AGENT 2PROD E,2006-03,AHMEDABAD,CPMNT,PROD E,47040,46560,72960,45023,8.419263456090652,72480,66720.0,59200.0,71755.83333333333,80197.91666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38808AHMEDABAD AGENT 2PROD E,2006-04,AHMEDABAD,CPMNT,PROD E,79290,72480,31200,100366,6.2,24390,47040.0,64350.0,72330.83333333333,79125.41666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38838AHMEDABAD AGENT 2PROD E,2006-05,AHMEDABAD,CPMNT,PROD E,78240,24390,112800,159375,6.2,58950,79290.0,68190.0,70495.0,77725.41666666667,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38869AHMEDABAD AGENT 2PROD E,2006-06,AHMEDABAD,CPMNT,PROD E,80977,57457,144000,108530,8.419263456090652,120480,78240.0,79502.33333333333,69351.16666666667,75913.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38899AHMEDABAD AGENT 2PROD E,2006-07,AHMEDABAD,CPMNT,PROD E,133440,240960,0,153748,6.2,107520,80977.0,97552.33333333333,80951.16666666667,80953.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38930AHMEDABAD AGENT 2PROD E,2006-08,AHMEDABAD,CPMNT,PROD E,79680,53760,63360,90732,8.419263456090652,37440,133440.0,98032.33333333333,83111.16666666667,80393.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38961AHMEDABAD AGENT 2PROD E,2006-09,AHMEDABAD,CPMNT,PROD E,71280,37440,117600,143244,6.2,83760,79680.0,94800.0,87151.16666666667,79453.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38991AHMEDABAD AGENT 2PROD E,2006-10,AHMEDABAD,CPMNT,PROD E,77520,83760,24000,97305,8.419263456090652,30240,71280.0,76160.0,86856.16666666667,79593.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39022AHMEDABAD AGENT 2PROD E,2006-11,AHMEDABAD,CPMNT,PROD E,81840,30240,61920,88722,6.2,10320,77520.0,76880.0,87456.16666666667,78975.58333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39052AHMEDABAD AGENT 2PROD E,2006-12,AHMEDABAD,CPMNT,PROD E,64890,10320,121440,91699,6.2,66870,81840.0,74750.0,84775.0,77063.08333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37987AHMEDABAD AGENT 1PROD E,2004-01,AHMEDABAD,CPMNT,PROD E,25080,6244,35040,27544,8.419263456090652,16204,64890.0,57270.0,66715.0,73833.08333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38018AHMEDABAD AGENT 1PROD E,2004-02,AHMEDABAD,CPMNT,PROD E,21588,16204,29280,32306,8.419263456090652,23896,25080.0,37186.0,57033.0,70072.08333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38047AHMEDABAD AGENT 1PROD E,2004-03,AHMEDABAD,CPMNT,PROD E,23448,23896,42240,30870,8.419263456090652,42688,21588.0,23372.0,49061.0,68106.08333333333,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38078AHMEDABAD AGENT 1PROD E,2004-04,AHMEDABAD,CPMNT,PROD E,36528,42688,21120,68982,8.419263456090652,27280,23448.0,27188.0,42229.0,64542.583333333336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38108AHMEDABAD AGENT 1PROD E,2004-05,AHMEDABAD,CPMNT,PROD E,40572,27280,28920,57746,8.419263456090652,15628,36528.0,33516.0,35351.0,61403.583333333336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38139AHMEDABAD AGENT 1PROD E,2004-06,AHMEDABAD,CPMNT,PROD E,48480,15628,72960,70864,6.15,40108,40572.0,41860.0,32616.0,58695.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38169AHMEDABAD AGENT 1PROD E,2004-07,AHMEDABAD,CPMNT,PROD E,53764,24748,43740,83770,8.419263456090652,14724,48480.0,47605.333333333336,37396.666666666664,52055.833333333336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38200AHMEDABAD AGENT 1PROD E,2004-08,AHMEDABAD,CPMNT,PROD E,38452,14724,58080,89281,8.419263456090652,34352,53764.0,46898.666666666664,40207.333333333336,48620.166666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38231AHMEDABAD AGENT 1PROD E,2004-09,AHMEDABAD,CPMNT,PROD E,34692,34352,10080,42576,8.419263456090652,9740,38452.0,42302.666666666664,42081.333333333336,45571.166666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38261AHMEDABAD AGENT 1PROD E,2004-10,AHMEDABAD,CPMNT,PROD E,37440,9740,36960,52000,8.419263456090652,9260,34692.0,36861.333333333336,42233.333333333336,42231.166666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38292AHMEDABAD AGENT 1PROD E,2004-11,AHMEDABAD,CPMNT,PROD E,40252,9588,65280,46708,8.419263456090652,34616,37440.0,37461.333333333336,42180.0,38765.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38322AHMEDABAD AGENT 1PROD E,2004-12,AHMEDABAD,CPMNT,PROD E,41700,33176,42428,39405,8.419263456090652,33904,40252.0,39797.333333333336,41050.0,36833.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38353AHMEDABAD AGENT 1PROD E,2005-01,AHMEDABAD,CPMNT,PROD E,41732,18836,50402,34389,8.419263456090652,27506,41700.0,41228.0,39044.666666666664,38220.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38384AHMEDABAD AGENT 1PROD E,2005-02,AHMEDABAD,CPMNT,PROD E,30048,14066,31680,37050,6.2,15698,41732.0,37826.666666666664,37644.0,38925.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38412AHMEDABAD AGENT 1PROD E,2005-03,AHMEDABAD,CPMNT,PROD E,34908,15698,40800,32176,8.419263456090652,21590,30048.0,35562.666666666664,37680.0,39880.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38443AHMEDABAD AGENT 1PROD E,2005-04,AHMEDABAD,CPMNT,PROD E,41340,20630,34080,39810,8.419263456090652,13370,34908.0,35432.0,38330.0,40281.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38473AHMEDABAD AGENT 1PROD E,2005-05,AHMEDABAD,CPMNT,PROD E,42792,13370,50400,39600,8.419263456090652,20978,41340.0,39680.0,38753.333333333336,40466.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38504AHMEDABAD AGENT 1PROD E,2005-06,AHMEDABAD,CPMNT,PROD E,65100,20978,48480,29059,6.2,4358,42792.0,49744.0,42653.333333333336,41851.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38534AHMEDABAD AGENT 1PROD E,2005-07,AHMEDABAD,CPMNT,PROD E,48984,4358,50880,52987,8.419263456090652,6254,65100.0,52292.0,43862.0,41453.333333333336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38565AHMEDABAD AGENT 1PROD E,2005-08,AHMEDABAD,CPMNT,PROD E,49563,6252,48000,49527,6.2,4689,48984.0,54549.0,47114.5,42379.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38596AHMEDABAD AGENT 1PROD E,2005-09,AHMEDABAD,CPMNT,PROD E,31785,4689,68160,36650,6.2,41064,49563.0,43444.0,46594.0,42137.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38626AHMEDABAD AGENT 1PROD E,2005-10,AHMEDABAD,CPMNT,PROD E,42984,41064,1920,43093,6.2,0,31785.0,41444.0,46868.0,42599.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38657AHMEDABAD AGENT 1PROD E,2005-11,AHMEDABAD,CPMNT,PROD E,54708,0,65280,39000,8.419263456090652,10572,42984.0,43159.0,48854.0,43803.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38687AHMEDABAD AGENT 1PROD E,2005-12,AHMEDABAD,CPMNT,PROD E,39552,10572,65760,45302,6.2,36780,54708.0,45748.0,44596.0,43624.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38718AHMEDABAD AGENT 1PROD E,2006-01,AHMEDABAD,CPMNT,PROD E,45580,17100,38880,42684,8.419263456090652,10400,39552.0,46613.333333333336,44028.666666666664,43945.333333333336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38749AHMEDABAD AGENT 1PROD E,2006-02,AHMEDABAD,CPMNT,PROD E,34656,10400,54240,47082,6.2,29984,45580.0,39929.333333333336,41544.166666666664,44329.333333333336,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38777AHMEDABAD AGENT 1PROD E,2006-03,AHMEDABAD,CPMNT,PROD E,26176,29984,72480,23430,6.2,76288,34656.0,35470.666666666664,40609.333333333336,43601.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38808AHMEDABAD AGENT 1PROD E,2006-04,AHMEDABAD,CPMNT,PROD E,48216,76288,0,48819,6.2,28072,26176.0,36349.333333333336,41481.333333333336,44174.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38838AHMEDABAD AGENT 1PROD E,2006-05,AHMEDABAD,CPMNT,PROD E,47124,11272,92644,46720,6.2,56792,48216.0,40505.333333333336,40217.333333333336,44535.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38869AHMEDABAD AGENT 1PROD E,2006-06,AHMEDABAD,CPMNT,PROD E,109824,113584,336960,94376,6.2,340720,47124.0,68388.0,51929.333333333336,48262.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38899AHMEDABAD AGENT 1PROD E,2006-07,AHMEDABAD,CPMNT,PROD E,54492,40760,24000,40243,6.2,10268,109824.0,70480.0,53414.666666666664,48721.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38930AHMEDABAD AGENT 1PROD E,2006-08,AHMEDABAD,CPMNT,PROD E,126600,19576,107520,97992,6.2,496,54492.0,96972.0,68738.66666666667,55141.416666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38961AHMEDABAD AGENT 1PROD E,2006-09,AHMEDABAD,CPMNT,PROD E,153024,496,264000,167868,6.2,111472,126600.0,111372.0,89880.0,65244.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38991AHMEDABAD AGENT 1PROD E,2006-10,AHMEDABAD,CPMNT,PROD E,59520,111472,40320,119740,6.2,92272,153024.0,113048.0,91764.0,66622.66666666667,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39022AHMEDABAD AGENT 1PROD E,2006-11,AHMEDABAD,CPMNT,PROD E,31800,46136,1440,49203,6.2,15776,59520.0,81448.0,89210.0,64713.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39052AHMEDABAD AGENT 1PROD E,2006-12,AHMEDABAD,CPMNT,PROD E,39360,15776,44640,52113,6.2,21056,31800.0,43560.0,77466.0,64697.666666666664,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37987AMBALA AGENT 1PROD E,2004-01,AMBALA,CPMNT,PROD E,46080,480,58560,40990,8.419263456090652,12960,39360.0,39080.0,76064.0,64739.333333333336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38018AMBALA AGENT 1PROD E,2004-02,AMBALA,CPMNT,PROD E,41760,12000,54240,36068,8.419263456090652,24480,46080.0,42400.0,61924.0,65331.333333333336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38047AMBALA AGENT 1PROD E,2004-03,AMBALA,CPMNT,PROD E,39360,24480,35520,41770,8.419263456090652,20640,41760.0,42400.0,42980.0,66430.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38078AMBALA AGENT 1PROD E,2004-04,AMBALA,CPMNT,PROD E,40320,20640,28320,92530,8.419263456090652,8640,39360.0,40480.0,39780.0,65772.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38108AMBALA AGENT 1PROD E,2004-05,AMBALA,CPMNT,PROD E,47520,8640,57600,80098,8.419263456090652,18720,40320.0,42400.0,42400.0,65805.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38139AMBALA AGENT 1PROD E,2004-06,AMBALA,CPMNT,PROD E,33600,18720,45600,100000,8.419263456090652,30720,47520.0,40480.0,41440.0,59453.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38169AMBALA AGENT 1PROD E,2004-07,AMBALA,CPMNT,PROD E,46512,18240,28800,77262,8.419263456090652,528,33600.0,42544.0,41512.0,58788.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38200AMBALA AGENT 1PROD E,2004-08,AMBALA,CPMNT,PROD E,54720,0,59041,78568,8.419263456090652,4321,46512.0,44944.0,43672.0,52798.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38231AMBALA AGENT 1PROD E,2004-09,AMBALA,CPMNT,PROD E,36480,1921,62400,41331,8.419263456090652,27841,54720.0,45904.0,43192.0,43086.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38261AMBALA AGENT 1PROD E,2004-10,AMBALA,CPMNT,PROD E,43680,22561,42240,42504,8.419263456090652,21121,36480.0,44960.0,43752.0,41766.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38292AMBALA AGENT 1PROD E,2004-11,AMBALA,CPMNT,PROD E,45120,21120,54720,41884,8.419263456090652,30720,43680.0,41760.0,43352.0,42876.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38322AMBALA AGENT 1PROD E,2004-12,AMBALA,CPMNT,PROD E,50880,13920,38400,43832,8.419263456090652,1440,45120.0,46560.0,46232.0,43836.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38353AMBALA AGENT 1PROD E,2005-01,AMBALA,CPMNT,PROD E,47520,1440,69120,41945,8.419263456090652,23040,50880.0,47840.0,46400.0,43956.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38384AMBALA AGENT 1PROD E,2005-02,AMBALA,CPMNT,PROD E,45120,23040,25920,44650,8.419263456090652,3840,47520.0,47840.0,44800.0,44236.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38412AMBALA AGENT 1PROD E,2005-03,AMBALA,CPMNT,PROD E,47520,480,63840,37950,6.2,16800,45120.0,46720.0,46640.0,44916.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38443AMBALA AGENT 1PROD E,2005-04,AMBALA,CPMNT,PROD E,45120,16800,66240,45136,8.419263456090652,37920,47520.0,45920.0,46880.0,45316.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38473AMBALA AGENT 1PROD E,2005-05,AMBALA,CPMNT,PROD E,44640,21600,59040,46300,8.419263456090652,36000,45120.0,45760.0,46800.0,45076.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38504AMBALA AGENT 1PROD E,2005-06,AMBALA,CPMNT,PROD E,50400,32640,42720,56579,8.419263456090652,24960,44640.0,46720.0,46720.0,46476.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38534AMBALA AGENT 1PROD E,2005-07,AMBALA,CPMNT,PROD E,57360,10560,174240,56342,8.419263456090652,127440,50400.0,50800.0,48360.0,47380.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38565AMBALA AGENT 1PROD E,2005-08,AMBALA,CPMNT,PROD E,47040,127440,49440,62491,8.419263456090652,129840,57360.0,51600.0,48680.0,46740.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38596AMBALA AGENT 1PROD E,2005-09,AMBALA,CPMNT,PROD E,48240,25200,48000,53000,8.419263456090652,24960,47040.0,50880.0,48800.0,47720.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38626AMBALA AGENT 1PROD E,2005-10,AMBALA,CPMNT,PROD E,41760,24960,142560,51028,6.2,125760,48240.0,45680.0,48240.0,47560.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38657AMBALA AGENT 1PROD E,2005-11,AMBALA,CPMNT,PROD E,52320,106560,960,65000,8.419263456090652,55200,41760.0,47440.0,49520.0,48160.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38687AMBALA AGENT 1PROD E,2005-12,AMBALA,CPMNT,PROD E,58320,29760,90720,52000,8.419263456090652,62160,52320.0,50800.0,50840.0,48780.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38718AMBALA AGENT 1PROD E,2006-01,AMBALA,CPMNT,PROD E,57720,37680,75840,53320,8.419263456090652,55800,58320.0,56120.0,50900.0,49630.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38749AMBALA AGENT 1PROD E,2006-02,AMBALA,CPMNT,PROD E,42960,40440,52800,49163,8.419263456090652,50280,57720.0,53000.0,50220.0,49450.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38777AMBALA AGENT 1PROD E,2006-03,AMBALA,CPMNT,PROD E,41640,31560,48000,29131,8.419263456090652,37920,42960.0,47440.0,49120.0,48960.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38808AMBALA AGENT 1PROD E,2006-04,AMBALA,CPMNT,PROD E,55200,33120,60000,50815,8.419263456090652,37920,41640.0,46600.0,51360.0,49800.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38838AMBALA AGENT 1PROD E,2006-05,AMBALA,CPMNT,PROD E,63124,37920,41280,49543,8.419263456090652,16076,55200.0,53321.333333333336,53160.666666666664,51340.333333333336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38869AMBALA AGENT 1PROD E,2006-06,AMBALA,CPMNT,PROD E,40824,16076,91200,60471,8.419263456090652,66452,63124.0,53049.333333333336,50244.666666666664,50542.333333333336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38899AMBALA AGENT 1PROD E,2006-07,AMBALA,CPMNT,PROD E,60240,58772,36000,42942,8.419263456090652,34532,40824.0,54729.333333333336,50664.666666666664,50782.333333333336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38930AMBALA AGENT 1PROD E,2006-08,AMBALA,CPMNT,PROD E,67680,34532,84000,45422,8.419263456090652,50852,60240.0,56248.0,54784.666666666664,52502.333333333336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38961AMBALA AGENT 1PROD E,2006-09,AMBALA,CPMNT,PROD E,60960,50852,60000,84838,8.419263456090652,49892,67680.0,62960.0,58004.666666666664,53562.333333333336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38991AMBALA AGENT 1PROD E,2006-10,AMBALA,CPMNT,PROD E,45240,49892,24000,48034,8.419263456090652,28652,60960.0,57960.0,56344.666666666664,53852.333333333336,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
