Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice
37987AHMEDABAD AGENT 2PROD E,Jan-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,94560,90560,43680,83638,
38018AHMEDABAD AGENT 2PROD E,Feb-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,71520,38720,77760,73595,
38047AHMEDABAD AGENT 2PROD E,Mar-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,40320,44960,43200,73754,
38078AHMEDABAD AGENT 2PROD E,Apr-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,86880,47840,60480,191354,6.15
38108AHMEDABAD AGENT 2PROD E,May-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,81600,20960,84960,163922,6.15
38139AHMEDABAD AGENT 2PROD E,Jun-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,117440,24320,125760,184000,6.15
38169AHMEDABAD AGENT 2PROD E,Jul-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,98400,32640,116640,210802,6.15
38200AHMEDABAD AGENT 2PROD E,Aug-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,84000,50400,89760,183118,6.2
38231AHMEDABAD AGENT 2PROD E,Sep-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,88320,56160,56640,100261,
38261AHMEDABAD AGENT 2PROD E,Oct-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,89280,24480,92640,82248,
38292AHMEDABAD AGENT 2PROD E,Nov-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,90720,27840,82080,96828,6.2
38322AHMEDABAD AGENT 2PROD E,Dec-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,110880,19200,116640,85708,
38353AHMEDABAD AGENT 2PROD E,Jan-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,79680,24960,82560,81681,
38384AHMEDABAD AGENT 2PROD E,Feb-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,76800,27360,83040,88350,6.2
38412AHMEDABAD AGENT 2PROD E,Mar-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,45600,33600,69120,78117,
38443AHMEDABAD AGENT 2PROD E,Apr-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,92160,57120,68160,90436,
38473AHMEDABAD AGENT 2PROD E,May-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,95040,33120,72000,83104,
38504AHMEDABAD AGENT 2PROD E,Jun-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,102720,10080,124320,109605,6.2
38534AHMEDABAD AGENT 2PROD E,Jul-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,72960,31680,137280,108758,
38565AHMEDABAD AGENT 2PROD E,Aug-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,86400,96000,0,117551,6.2
38596AHMEDABAD AGENT 2PROD E,Sep-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,82560,9600,100800,83320,
38626AHMEDABAD AGENT 2PROD E,Oct-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,75840,27840,150240,92939,
38657AHMEDABAD AGENT 2PROD E,Nov-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,89255,102240,48960,79000,6.2
38687AHMEDABAD AGENT 2PROD E,Dec-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,87840,61920,39840,92000,
38718AHMEDABAD AGENT 2PROD E,Jan-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,63840,13920,90240,95523,6.2
38749AHMEDABAD AGENT 2PROD E,Feb-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,66720,40320,72972,93361,6.2
38777AHMEDABAD AGENT 2PROD E,Mar-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,47040,46560,72960,45023,
38808AHMEDABAD AGENT 2PROD E,Apr-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,79290,72480,31200,100366,6.2
38838AHMEDABAD AGENT 2PROD E,May-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,78240,24390,112800,159375,6.2
38869AHMEDABAD AGENT 2PROD E,Jun-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,80977,57457,144000,108530,
38899AHMEDABAD AGENT 2PROD E,Jul-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,133440,240960,0,153748,6.2
38930AHMEDABAD AGENT 2PROD E,Aug-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,79680,53760,63360,90732,
38961AHMEDABAD AGENT 2PROD E,Sep-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,71280,37440,117600,143244,6.2
38991AHMEDABAD AGENT 2PROD E,Oct-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,77520,83760,24000,97305,
39022AHMEDABAD AGENT 2PROD E,Nov-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,81840,30240,61920,88722,6.2
39052AHMEDABAD AGENT 2PROD E,Dec-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD E,64890,10320,121440,91699,6.2
37987AHMEDABAD AGENT 1PROD E,Jan-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,25080,6244,35040,27544,
38018AHMEDABAD AGENT 1PROD E,Feb-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,21588,16204,29280,32306,
38047AHMEDABAD AGENT 1PROD E,Mar-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,23448,23896,42240,30870,
38078AHMEDABAD AGENT 1PROD E,Apr-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,36528,42688,21120,68982,
38108AHMEDABAD AGENT 1PROD E,May-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,40572,27280,28920,57746,
38139AHMEDABAD AGENT 1PROD E,Jun-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,48480,15628,72960,70864,6.15
38169AHMEDABAD AGENT 1PROD E,Jul-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,53764,24748,43740,83770,
38200AHMEDABAD AGENT 1PROD E,Aug-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,38452,14724,58080,89281,
38231AHMEDABAD AGENT 1PROD E,Sep-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,34692,34352,10080,42576,
38261AHMEDABAD AGENT 1PROD E,Oct-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,37440,9740,36960,52000,
38292AHMEDABAD AGENT 1PROD E,Nov-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,40252,9588,65280,46708,
38322AHMEDABAD AGENT 1PROD E,Dec-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,41700,33176,42428,39405,
38353AHMEDABAD AGENT 1PROD E,Jan-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,41732,18836,50402,34389,
38384AHMEDABAD AGENT 1PROD E,Feb-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,30048,14066,31680,37050,6.2
38412AHMEDABAD AGENT 1PROD E,Mar-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,34908,15698,40800,32176,
38443AHMEDABAD AGENT 1PROD E,Apr-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,41340,20630,34080,39810,
38473AHMEDABAD AGENT 1PROD E,May-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,42792,13370,50400,39600,
38504AHMEDABAD AGENT 1PROD E,Jun-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,65100,20978,48480,29059,6.2
38534AHMEDABAD AGENT 1PROD E,Jul-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,48984,4358,50880,52987,
38565AHMEDABAD AGENT 1PROD E,Aug-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,49563,6252,48000,49527,6.2
38596AHMEDABAD AGENT 1PROD E,Sep-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,31785,4689,68160,36650,6.2
38626AHMEDABAD AGENT 1PROD E,Oct-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,42984,41064,1920,43093,6.2
38657AHMEDABAD AGENT 1PROD E,Nov-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,54708,0,65280,39000,
38687AHMEDABAD AGENT 1PROD E,Dec-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,39552,10572,65760,45302,6.2
38718AHMEDABAD AGENT 1PROD E,Jan-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,45580,17100,38880,42684,
38749AHMEDABAD AGENT 1PROD E,Feb-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,34656,10400,54240,47082,6.2
38777AHMEDABAD AGENT 1PROD E,Mar-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,26176,29984,72480,23430,6.2
38808AHMEDABAD AGENT 1PROD E,Apr-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,48216,76288,0,48819,6.2
38838AHMEDABAD AGENT 1PROD E,May-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,47124,11272,92644,46720,6.2
38869AHMEDABAD AGENT 1PROD E,Jun-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,109824,113584,336960,94376,6.2
38899AHMEDABAD AGENT 1PROD E,Jul-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,54492,40760,24000,40243,6.2
38930AHMEDABAD AGENT 1PROD E,Aug-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,126600,19576,107520,97992,6.2
38961AHMEDABAD AGENT 1PROD E,Sep-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,153024,496,264000,167868,6.2
38991AHMEDABAD AGENT 1PROD E,Oct-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,59520,111472,40320,119740,6.2
39022AHMEDABAD AGENT 1PROD E,Nov-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,31800,46136,1440,49203,6.2
39052AHMEDABAD AGENT 1PROD E,Dec-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD E,39360,15776,44640,52113,6.2
37987AMBALA AGENT 1PROD E,Jan-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,46080,480,58560,40990,
38018AMBALA AGENT 1PROD E,Feb-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,41760,12000,54240,36068,
38047AMBALA AGENT 1PROD E,Mar-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,39360,24480,35520,41770,
38078AMBALA AGENT 1PROD E,Apr-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,40320,20640,28320,92530,
38108AMBALA AGENT 1PROD E,May-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,47520,8640,57600,80098,
38139AMBALA AGENT 1PROD E,Jun-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,33600,18720,45600,100000,
38169AMBALA AGENT 1PROD E,Jul-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,46512,18240,28800,77262,
38200AMBALA AGENT 1PROD E,Aug-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,54720,0,59041,78568,
38231AMBALA AGENT 1PROD E,Sep-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,36480,1921,62400,41331,
38261AMBALA AGENT 1PROD E,Oct-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,43680,22561,42240,42504,
38292AMBALA AGENT 1PROD E,Nov-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,45120,21120,54720,41884,
38322AMBALA AGENT 1PROD E,Dec-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,50880,13920,38400,43832,
38353AMBALA AGENT 1PROD E,Jan-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,47520,1440,69120,41945,
38384AMBALA AGENT 1PROD E,Feb-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,45120,23040,25920,44650,
38412AMBALA AGENT 1PROD E,Mar-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,47520,480,63840,37950,6.2
38443AMBALA AGENT 1PROD E,Apr-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,45120,16800,66240,45136,
38473AMBALA AGENT 1PROD E,May-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,44640,21600,59040,46300,
38504AMBALA AGENT 1PROD E,Jun-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,50400,32640,42720,56579,
38534AMBALA AGENT 1PROD E,Jul-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,57360,10560,174240,56342,
38565AMBALA AGENT 1PROD E,Aug-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,47040,127440,49440,62491,
38596AMBALA AGENT 1PROD E,Sep-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,48240,25200,48000,53000,
38626AMBALA AGENT 1PROD E,Oct-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,41760,24960,142560,51028,6.2
38657AMBALA AGENT 1PROD E,Nov-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,52320,106560,960,65000,
38687AMBALA AGENT 1PROD E,Dec-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,58320,29760,90720,52000,
38718AMBALA AGENT 1PROD E,Jan-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,57720,37680,75840,53320,
38749AMBALA AGENT 1PROD E,Feb-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,42960,40440,52800,49163,
38777AMBALA AGENT 1PROD E,Mar-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,41640,31560,48000,29131,
38808AMBALA AGENT 1PROD E,Apr-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,55200,33120,60000,50815,
38838AMBALA AGENT 1PROD E,May-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,63124,37920,41280,49543,
38869AMBALA AGENT 1PROD E,Jun-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,40824,16076,91200,60471,
38899AMBALA AGENT 1PROD E,Jul-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,60240,58772,36000,42942,
38930AMBALA AGENT 1PROD E,Aug-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,67680,34532,84000,45422,
38961AMBALA AGENT 1PROD E,Sep-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,60960,50852,60000,84838,
38991AMBALA AGENT 1PROD E,Oct-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,45240,49892,24000,48034,
39022AMBALA AGENT 1PROD E,Nov-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,52660,28652,52800,50000,
39052AMBALA AGENT 1PROD E,Dec-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD E,63840,28792,55200,64009,
37987BANGALORE AGENT 1PROD E,Jan-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,39840,22080,20160,24166,
38018BANGALORE AGENT 1PROD E,Feb-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,37920,2400,36960,21264,
38047BANGALORE AGENT 1PROD E,Mar-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,45600,1440,50400,24952,
38078BANGALORE AGENT 1PROD E,Apr-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,33120,6240,67200,91180,6.15
38108BANGALORE AGENT 1PROD E,May-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,48960,40320,10184,48432,6.15
38139BANGALORE AGENT 1PROD E,Jun-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,30720,1544,29280,56000,6.15
38169BANGALORE AGENT 1PROD E,Jul-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,139200,208,151680,103012,6.15
38200BANGALORE AGENT 1PROD E,Aug-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,43680,6344,57066,69872,6.2
38231BANGALORE AGENT 1PROD E,Sep-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,39840,19730,22560,36756,6.2
38261BANGALORE AGENT 1PROD E,Oct-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,44160,2450,48960,29808,6.2
38292BANGALORE AGENT 1PROD E,Nov-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,101760,14500,128640,93880,6.2
38322BANGALORE AGENT 1PROD E,Dec-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,40320,20690,46560,46444,6.2
38353BANGALORE AGENT 1PROD E,Jan-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,45600,26880,31199,38362,6.2
38384BANGALORE AGENT 1PROD E,Feb-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,97920,24958,94080,79800,6.2
38412BANGALORE AGENT 1PROD E,Mar-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,49002,21118,58602,68596,6.2
38443BANGALORE AGENT 1PROD E,Apr-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,45600,15359,41761,36944,6.2
38473BANGALORE AGENT 1PROD E,May-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,75264,23040,52224,88134,6.2
38504BANGALORE AGENT 1PROD E,Jun-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,142080,0,267840,107864,6.2
38534BANGALORE AGENT 1PROD E,Jul-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,90240,125760,12480,120550,6.2
38565BANGALORE AGENT 1PROD E,Aug-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,81600,48000,72000,124664,6.2
38596BANGALORE AGENT 1PROD E,Sep-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,53760,19200,48480,52800,6.2
38626BANGALORE AGENT 1PROD E,Oct-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,44160,13920,59520,32160,6.2
38657BANGALORE AGENT 1PROD E,Nov-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,58560,58560,0,72640,6.2
38687BANGALORE AGENT 1PROD E,Dec-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,61920,0,83520,37000,6.2
38718BANGALORE AGENT 1PROD E,Jan-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,71040,43200,123840,98000,6.2
38749BANGALORE AGENT 1PROD E,Feb-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,91200,96000,0,62224,6.2
38777BANGALORE AGENT 1PROD E,Mar-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,25920,2400,40800,20354,6.2
38808BANGALORE AGENT 1PROD E,Apr-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,69120,34560,48960,65676,6.2
38838BANGALORE AGENT 1PROD E,May-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,41760,0,48000,53962,6.2
38869BANGALORE AGENT 1PROD E,Jun-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,40320,960,42240,60637,6.2
38899BANGALORE AGENT 1PROD E,Jul-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,50400,2880,72480,53417,6.2
38930BANGALORE AGENT 1PROD E,Aug-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,28800,24960,20160,43571,6.2
38961BANGALORE AGENT 1PROD E,Sep-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,60480,32640,72720,96584,6.2
38991BANGALORE AGENT 1PROD E,Oct-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,36960,22440,44160,40154,6.2
39022BANGALORE AGENT 1PROD E,Nov-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,34080,29640,14400,41291,6.2
39052BANGALORE AGENT 1PROD E,Dec-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD E,38040,9960,40800,41235,6.2
38749BANGALORE AGENT 2PROD E,Feb-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,4320,0,7680,16195,
38777BANGALORE AGENT 2PROD E,Mar-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,3360,3360,16800,5651,
38808BANGALORE AGENT 2PROD E,Apr-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,16800,16800,7200,15859,
38838BANGALORE AGENT 2PROD E,May-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,13440,7200,15360,15628,
38869BANGALORE AGENT 2PROD E,Jun-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,14400,9120,10080,877,
38899BANGALORE AGENT 2PROD E,Jul-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,8640,4800,9600,718,
38930BANGALORE AGENT 2PROD E,Aug-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,12000,5760,17760,14880,6.2
38961BANGALORE AGENT 2PROD E,Sep-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,13920,11520,36000,40030,6.2
38991BANGALORE AGENT 2PROD E,Oct-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,11040,33600,0,19641,
39022BANGALORE AGENT 2PROD E,Nov-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,9120,22560,0,13758,6.2
39052BANGALORE AGENT 2PROD E,Dec-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD E,12240,13440,9600,11982,6.2
37987CALCUTTA AGENT 2PROD E,Jan-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,52076,8796,74960,42680,
38018CALCUTTA AGENT 2PROD E,Feb-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,41820,31680,22080,37555,
38047CALCUTTA AGENT 2PROD E,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,54508,11940,60960,41170,
38078CALCUTTA AGENT 2PROD E,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,36017,18317,49920,105762,6.15
38108CALCUTTA AGENT 2PROD E,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,59360,32220,37920,89410,6.15
38139CALCUTTA AGENT 2PROD E,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,55560,10780,54960,113794,7.15
38169CALCUTTA AGENT 2PROD E,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,79616,10180,81120,105480,6.15
38200CALCUTTA AGENT 2PROD E,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,58184,11684,58560,104809,6.2
38231CALCUTTA AGENT 2PROD E,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,47244,12060,52800,49443,6.2
38261CALCUTTA AGENT 2PROD E,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,45380,17616,37440,64000,6.2
38292CALCUTTA AGENT 2PROD E,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,164112,19352,174720,124370,6.2
38322CALCUTTA AGENT 2PROD E,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,53856,14980,38880,52000,6.2
38353CALCUTTA AGENT 2PROD E,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,56710,4,76950,55860,6.2
38384CALCUTTA AGENT 2PROD E,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,43588,20244,43200,52250,6.2
38412CALCUTTA AGENT 2PROD E,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,73916,19856,87296,46945,6.2
38443CALCUTTA AGENT 2PROD E,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,70628,33236,43671,49601,6.2
38473CALCUTTA AGENT 2PROD E,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,45639,6279,39360,57090,6.2
38504CALCUTTA AGENT 2PROD E,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,89468,0,115680,72891,6.2
38534CALCUTTA AGENT 2PROD E,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,87649,26212,61920,73688,6.2
38565CALCUTTA AGENT 2PROD E,Aug-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,122726,6,224640,135128,6.2
38596CALCUTTA AGENT 2PROD E,Sep-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,145952,20320,243840,144010,6.2
38626CALCUTTA AGENT 2PROD E,Oct-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,203304,177312,91041,184446,6.2
38657CALCUTTA AGENT 2PROD E,Nov-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,76107,21683,62644,67880,6.2
38687CALCUTTA AGENT 2PROD E,Dec-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD E,172420,15960,187200,143000,6.2
