Key,Date,Locations,C&F Agent,Division,SKU,Sales,OpeningStock,Receipts,Forecast,SellingPrice
38596AHMEDABAD AGENT 2PROD B,Sep-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,222720,480,260160,149727,5.4
38626AHMEDABAD AGENT 2PROD B,Oct-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,180000,37920,201120,179307,5.4
38657AHMEDABAD AGENT 2PROD B,Nov-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,202560,59040,183360,190000,5.4
38687AHMEDABAD AGENT 2PROD B,Dec-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,164880,39840,180960,195000,5.4
38718AHMEDABAD AGENT 2PROD B,Jan-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,173520,55918,193440,212638,5.4
38749AHMEDABAD AGENT 2PROD B,Feb-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,162360,75838,267840,181645,5.4
38777AHMEDABAD AGENT 2PROD B,Mar-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,110880,181318,145440,145201,5.4
38808AHMEDABAD AGENT 2PROD B,Apr-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,190080,215878,59040,193279,5.4
38838AHMEDABAD AGENT 2PROD B,May-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,212400,84838,223680,423971,5.4
38869AHMEDABAD AGENT 2PROD B,Jun-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,258820,96118,204480,169527,5.4
38899AHMEDABAD AGENT 2PROD B,Jul-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,282350,41778,244800,272231,5.5
38930AHMEDABAD AGENT 2PROD B,Aug-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,159690,4228,250080,231119,5.5
38961AHMEDABAD AGENT 2PROD B,Sep-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,266910,94618,196802,321896,5.5
38991AHMEDABAD AGENT 2PROD B,Oct-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,282600,24510,259200,265278,5.5
39022AHMEDABAD AGENT 2PROD B,Nov-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,171540,1110,170880,304607,5.67
39052AHMEDABAD AGENT 2PROD B,Dec-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 2,CPMNT,PROD B,214500,450,333600,268038,5.67
38047AHMEDABAD AGENT 1PROD B,Mar-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,12480,0,15360,0,
38078AHMEDABAD AGENT 1PROD B,Apr-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,16320,2880,13440,21120,
38108AHMEDABAD AGENT 1PROD B,May-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,87360,0,87360,61182,
38139AHMEDABAD AGENT 1PROD B,Jun-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,127350,0,155040,170000,5.34
38169AHMEDABAD AGENT 1PROD B,Jul-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,150300,27690,191190,440960,5.34
38200AHMEDABAD AGENT 1PROD B,Aug-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,105420,68580,90720,194108,5.4
38231AHMEDABAD AGENT 1PROD B,Sep-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,219960,53880,166080,193180,
38261AHMEDABAD AGENT 1PROD B,Oct-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,210240,0,210240,176182,5.4
38292AHMEDABAD AGENT 1PROD B,Nov-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,160560,0,301440,141775,
38322AHMEDABAD AGENT 1PROD B,Dec-04,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,137400,140880,200760,121215,5.4
38353AHMEDABAD AGENT 1PROD B,Jan-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,139350,123480,86400,134498,5.4
38384AHMEDABAD AGENT 1PROD B,Feb-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,248700,70530,209760,163136,5.4
38412AHMEDABAD AGENT 1PROD B,Mar-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,80010,31590,140640,143716,
38443AHMEDABAD AGENT 1PROD B,Apr-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,155940,92220,160800,138476,5.4
38473AHMEDABAD AGENT 1PROD B,May-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,195930,97080,109440,215493,5.4
38504AHMEDABAD AGENT 1PROD B,Jun-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,161790,10590,151200,166577,5.4
38534AHMEDABAD AGENT 1PROD B,Jul-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,299040,0,299040,206182,5.4
38565AHMEDABAD AGENT 1PROD B,Aug-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,229170,0,252960,208450,5.4
38596AHMEDABAD AGENT 1PROD B,Sep-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,201390,23790,242400,305720,5.4
38626AHMEDABAD AGENT 1PROD B,Oct-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,329040,0,329910,388760,5.4
38657AHMEDABAD AGENT 1PROD B,Nov-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,240960,0,263520,235000,5.4
38687AHMEDABAD AGENT 1PROD B,Dec-05,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,192540,22560,324480,315000,5.4
38718AHMEDABAD AGENT 1PROD B,Jan-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,189780,154500,183360,257303,5.4
38749AHMEDABAD AGENT 1PROD B,Feb-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,213690,148080,183360,230418,5.4
38777AHMEDABAD AGENT 1PROD B,Mar-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,192661,117750,192000,230900,5.4
38808AHMEDABAD AGENT 1PROD B,Apr-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,191280,117089,205440,196326,5.4
38838AHMEDABAD AGENT 1PROD B,May-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,545880,262498,390720,441632,5.4
38869AHMEDABAD AGENT 1PROD B,Jun-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,521098,107338,598080,485308,5.4
38899AHMEDABAD AGENT 1PROD B,Jul-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,765960,184320,588480,842562,5.5
38930AHMEDABAD AGENT 1PROD B,Aug-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,487680,6840,683520,649036,5.5
38961AHMEDABAD AGENT 1PROD B,Sep-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,567660,202680,377280,716718,5.5
38991AHMEDABAD AGENT 1PROD B,Oct-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,725280,11340,715200,884184,5.5
39022AHMEDABAD AGENT 1PROD B,Nov-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,598080,1260,729600,715632,5.67
39052AHMEDABAD AGENT 1PROD B,Dec-06,AHMEDABAD BRANCH,AHMEDABAD AGENT 1,CPMNT,PROD B,365040,132780,360000,630588,5.67
38047AMBALA AGENT 1PROD B,Mar-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,2400,0,20160,0,
38078AMBALA AGENT 1PROD B,Apr-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,37920,17760,20160,15360,
38108AMBALA AGENT 1PROD B,May-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,47040,0,50880,44496,
38139AMBALA AGENT 1PROD B,Jun-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,63840,1440,62400,72000,
38169AMBALA AGENT 1PROD B,Jul-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,95520,0,117120,50996,5.34
38200AMBALA AGENT 1PROD B,Aug-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,61440,4800,114720,97052,
38231AMBALA AGENT 1PROD B,Sep-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,71520,58080,24000,22341,5.4
38261AMBALA AGENT 1PROD B,Oct-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,89760,10560,100800,88092,5.4
38292AMBALA AGENT 1PROD B,Nov-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,44160,0,108960,90429,
38322AMBALA AGENT 1PROD B,Dec-04,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,65280,64800,50880,59908,5.4
38353AMBALA AGENT 1PROD B,Jan-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,50880,49920,24000,55424,
38384AMBALA AGENT 1PROD B,Feb-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,89760,20160,108480,60000,
38412AMBALA AGENT 1PROD B,Mar-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,42240,38880,33600,52852,
38443AMBALA AGENT 1PROD B,Apr-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,71040,30240,89280,78492,5.4
38473AMBALA AGENT 1PROD B,May-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,103320,48480,62880,85921,
38504AMBALA AGENT 1PROD B,Jun-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,89640,360,119520,76473,
38534AMBALA AGENT 1PROD B,Jul-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,104340,0,164160,88981,5.4
38565AMBALA AGENT 1PROD B,Aug-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,197460,57420,175680,85899,5.4
38596AMBALA AGENT 1PROD B,Sep-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,121800,3480,136320,108000,5.4
38626AMBALA AGENT 1PROD B,Oct-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,133920,3600,240960,243120,5.4
38657AMBALA AGENT 1PROD B,Nov-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,130080,38640,114720,125000,
38687AMBALA AGENT 1PROD B,Dec-05,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,104400,23280,167520,150000,5.4
38718AMBALA AGENT 1PROD B,Jan-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,106140,86400,114720,118797,5.4
38749AMBALA AGENT 1PROD B,Feb-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,101430,94020,134400,110508,5.4
38777AMBALA AGENT 1PROD B,Mar-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,75030,126990,90720,231247,5.4
38808AMBALA AGENT 1PROD B,Apr-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,150060,142680,67680,102873,5.4
38838AMBALA AGENT 1PROD B,May-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,212130,60300,187200,129086,5.4
38869AMBALA AGENT 1PROD B,Jun-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,186422,32490,233280,124873,5.4
38899AMBALA AGENT 1PROD B,Jul-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,106228,77428,48000,179451,
38930AMBALA AGENT 1PROD B,Aug-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,229020,0,300960,280223,5.5
38961AMBALA AGENT 1PROD B,Sep-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,197520,71940,197760,196058,5.5
38991AMBALA AGENT 1PROD B,Oct-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,202740,70740,170880,225505,
39022AMBALA AGENT 1PROD B,Nov-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,159270,38880,125430,191130,5.67
39052AMBALA AGENT 1PROD B,Dec-06,AMBALA BRANCH,AMBALA AGENT 1,CPMNT,PROD B,149700,5040,213120,188746,5.67
38078BANGALORE AGENT 1PROD B,Apr-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,0,0,
38108BANGALORE AGENT 1PROD B,May-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,0,0,
38139BANGALORE AGENT 1PROD B,Jun-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,0,0,
38169BANGALORE AGENT 1PROD B,Jul-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,0,0,
38200BANGALORE AGENT 1PROD B,Aug-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,0,0,
38231BANGALORE AGENT 1PROD B,Sep-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,0,0,
38261BANGALORE AGENT 1PROD B,Oct-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,5760,0,
38292BANGALORE AGENT 1PROD B,Nov-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,5760,0,0,
38322BANGALORE AGENT 1PROD B,Dec-04,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,5760,0,0,
38353BANGALORE AGENT 1PROD B,Jan-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,14400,11520,2880,0,5.4
38384BANGALORE AGENT 1PROD B,Feb-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,0,0,
38412BANGALORE AGENT 1PROD B,Mar-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,0,0,0,0,
38443BANGALORE AGENT 1PROD B,Apr-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,42280,0,48960,3490,5.4
38473BANGALORE AGENT 1PROD B,May-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,42960,6680,58560,39814,5.4
38504BANGALORE AGENT 1PROD B,Jun-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,47400,22280,29760,28602,5.4
38534BANGALORE AGENT 1PROD B,Jul-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,51180,4640,63360,55444,5.4
38565BANGALORE AGENT 1PROD B,Aug-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,34580,2420,53760,43838,5.4
38596BANGALORE AGENT 1PROD B,Sep-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,32660,21600,24000,47120,5.4
38626BANGALORE AGENT 1PROD B,Oct-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,31160,12840,43200,53604,5.4
38657BANGALORE AGENT 1PROD B,Nov-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,48840,24880,24000,32160,5.4
38687BANGALORE AGENT 1PROD B,Dec-05,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,40920,40,72000,26000,5.4
38718BANGALORE AGENT 1PROD B,Jan-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,44640,31040,72000,48024,5.4
38749BANGALORE AGENT 1PROD B,Feb-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,29280,58400,19200,20504,5.4
38777BANGALORE AGENT 1PROD B,Mar-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,23820,48320,38400,14030,5.4
38808BANGALORE AGENT 1PROD B,Apr-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,26700,61680,960,6250,5.4
38838BANGALORE AGENT 1PROD B,May-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,31740,35940,44160,19134,5.4
38869BANGALORE AGENT 1PROD B,Jun-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,42360,48360,77760,46386,5.4
38899BANGALORE AGENT 1PROD B,Jul-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,26400,83740,0,45654,5.5
38930BANGALORE AGENT 1PROD B,Aug-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,5340,28670,0,30598,5.5
38961BANGALORE AGENT 1PROD B,Sep-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,6630,23330,0,15820,5.5
38991BANGALORE AGENT 1PROD B,Oct-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,4560,16550,0,13498,5.5
39022BANGALORE AGENT 1PROD B,Nov-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,8260,11990,2400,17196,5.67
39052BANGALORE AGENT 1PROD B,Dec-06,BANGALORE BRANCH,BANGALORE AGENT 1,CPMNT,PROD B,28820,12260,27840,38488,5.67
38749BANGALORE AGENT 2PROD B,Feb-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,1560,0,12000,7392,
38777BANGALORE AGENT 2PROD B,Mar-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,8370,10440,17280,4920,
38808BANGALORE AGENT 2PROD B,Apr-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,9780,19350,0,3556,
38838BANGALORE AGENT 2PROD B,May-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,9330,9570,10080,2185,
38869BANGALORE AGENT 2PROD B,Jun-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,11400,10320,19200,1295,
38899BANGALORE AGENT 2PROD B,Jul-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,16110,18000,0,1221,
38930BANGALORE AGENT 2PROD B,Aug-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,14310,1890,15360,10170,5.5
38961BANGALORE AGENT 2PROD B,Sep-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,12420,2940,36480,23348,5.5
38991BANGALORE AGENT 2PROD B,Oct-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,16920,27000,0,32414,5.5
39022BANGALORE AGENT 2PROD B,Nov-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,12720,10080,19200,67243,5.67
39052BANGALORE AGENT 2PROD B,Dec-06,BANGALORE BRANCH,BANGALORE AGENT 2,CPMNT,PROD B,21720,16560,9750,10856,5.67
38047CALCUTTA AGENT 2PROD B,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,0,0,7200,0,
38078CALCUTTA AGENT 2PROD B,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,22560,7200,15360,18432,
38108CALCUTTA AGENT 2PROD B,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,5280,0,29280,53396,
38139CALCUTTA AGENT 2PROD B,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,8010,24000,4800,53986,
38169CALCUTTA AGENT 2PROD B,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,12190,20550,8640,61200,
38200CALCUTTA AGENT 2PROD B,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,27540,17000,39840,86270,
38231CALCUTTA AGENT 2PROD B,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,26820,29300,24720,13406,5.4
38261CALCUTTA AGENT 2PROD B,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,23610,25760,0,29364,5.4
38292CALCUTTA AGENT 2PROD B,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,19580,2150,35520,8000,5.4
38322CALCUTTA AGENT 2PROD B,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,33120,33780,58560,47486,5.4
38353CALCUTTA AGENT 2PROD B,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,51360,59220,65280,48000,5.4
38384CALCUTTA AGENT 2PROD B,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,41910,36570,18240,19272,5.4
38412CALCUTTA AGENT 2PROD B,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,30270,12900,62970,20056,5.4
38443CALCUTTA AGENT 2PROD B,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,35130,44280,46440,36843,5.4
38473CALCUTTA AGENT 2PROD B,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,87360,111180,57600,88974,5.4
38504CALCUTTA AGENT 2PROD B,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,69300,81420,24000,47826,5.4
38534CALCUTTA AGENT 2PROD B,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,89820,36120,75840,57578,5.4
38565CALCUTTA AGENT 2PROD B,Aug-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,91340,21060,111360,33252,5.4
38596CALCUTTA AGENT 2PROD B,Sep-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,87650,41080,83984,57008,5.4
38626CALCUTTA AGENT 2PROD B,Oct-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,77060,37414,120000,55468,5.4
38657CALCUTTA AGENT 2PROD B,Nov-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,87120,80354,74040,92340,5.4
38687CALCUTTA AGENT 2PROD B,Dec-05,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,115884,100731,115860,139500,5.4
38718CALCUTTA AGENT 2PROD B,Jan-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,82812,66426,120000,88826,5.4
38749CALCUTTA AGENT 2PROD B,Feb-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,65252,103614,66240,72308,5.4
38777CALCUTTA AGENT 2PROD B,Mar-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,29350,52301,55800,26035,5.4
38808CALCUTTA AGENT 2PROD B,Apr-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,93780,157502,82560,73694,5.4
38838CALCUTTA AGENT 2PROD B,May-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,43121,73141,53640,92306,5.4
38869CALCUTTA AGENT 2PROD B,Jun-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,134190,167320,44160,66126,5.4
38899CALCUTTA AGENT 2PROD B,Jul-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,57816,77290,34560,109972,5.4
38930CALCUTTA AGENT 2PROD B,Aug-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,97200,54034,140160,110958,5.5
38961CALCUTTA AGENT 2PROD B,Sep-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,59180,48497,20160,58541,5.5
38991CALCUTTA AGENT 2PROD B,Oct-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,124060,18954,115440,96408,5.5
39022CALCUTTA AGENT 2PROD B,Nov-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,72000,5534,146880,138092,5.67
39052CALCUTTA AGENT 2PROD B,Dec-06,CALCUTTA BRANCH,CALCUTTA AGENT 2,CPMNT,PROD B,111604,80414,73920,128800,5.67
38047CALCUTTA AGENT 3PROD B,Mar-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,0,0,9600,0,
38078CALCUTTA AGENT 3PROD B,Apr-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,3420,9600,0,5760,
38108CALCUTTA AGENT 3PROD B,May-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,5370,1380,5280,16686,5.34
38139CALCUTTA AGENT 3PROD B,Jun-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,3450,1290,6720,18000,
38169CALCUTTA AGENT 3PROD B,Jul-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,14880,9120,10560,38244,5.34
38200CALCUTTA AGENT 3PROD B,Aug-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,5280,2400,7680,15096,
38231CALCUTTA AGENT 3PROD B,Sep-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,13740,9600,33600,16754,5.4
38261CALCUTTA AGENT 3PROD B,Oct-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,7470,14730,0,13703,5.4
38292CALCUTTA AGENT 3PROD B,Nov-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,9780,14520,23040,27128,5.4
38322CALCUTTA AGENT 3PROD B,Dec-04,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,6390,13890,3360,4936,5.4
38353CALCUTTA AGENT 3PROD B,Jan-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,19740,21720,14400,9328,5.4
38384CALCUTTA AGENT 3PROD B,Feb-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,19200,16380,9600,9508,5.4
38412CALCUTTA AGENT 3PROD B,Mar-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,7470,3390,12000,6487,5.4
38443CALCUTTA AGENT 3PROD B,Apr-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,14700,15840,24000,17136,5.4
38473CALCUTTA AGENT 3PROD B,May-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,10680,12570,14400,11663,5.4
38504CALCUTTA AGENT 3PROD B,Jun-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,26220,32580,23040,17604,5.4
38534CALCUTTA AGENT 3PROD B,Jul-05,CALCUTTA BRANCH,CALCUTTA AGENT 3,CPMNT,PROD B,30660,10200,44160,20444,5.4
