Forecast,Agent_4,Location_PARWANOO,SKU,Location_ERNAKULAM,Location_GHAZIABAD,Sales_MA_3,Agent_5,OpeningStock,Location_DEHRADUN,Receipts,Sales_MA_12,Agent_2,Agent_3,Key,Location_CHENNAI,Location_CHANDIGARH,Location_BANGALORE,Date,Location,Sales,Location_CALCUTTA,Location_KANPUR,SellingPrice,Sales_MA_6,Location_AHMEDABAD,Location_ZIRAKPUR,Location_DELHI,NetStock,Lagged_Sales,Agent_1,Division,Location_AMBALA,Location_HYDERABAD,Location_MUMBAI,Scheme End,Days of Discount,Discount (%),PROD A,PROD B,PROD C,PROD D,PROD E,AHMEDABAD,AMBALA,BANGALORE,CHANDIGARH,CHENNAI,DEHRADUN,DELHI,GHAZIABAD,HYDERABAD,KANPUR,KOCHI,KOLKATA,MUMBAI,PARWANOO,ZIRAKHPUR
2693,1,0,PROD C,0,0,4123.0,0,160,0,1360,4009.3333333333335,0,0,37987CALCUTTA AGENT 4PROD C,0,0,0,2004-01,CALCUTTA,560,1,0,9.220272161741836,3821.5,0,0,0,960,2875.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3591,1,0,PROD C,0,0,1251.6666666666667,0,960,0,2000,3737.4166666666665,0,0,38018CALCUTTA AGENT 4PROD C,0,0,0,2004-02,CALCUTTA,320,1,0,9.220272161741836,3368.1666666666665,0,0,0,2640,560.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1237,1,0,PROD C,0,0,346.6666666666667,0,2640,0,1760,3700.75,0,0,38047CALCUTTA AGENT 4PROD C,0,0,0,2004-03,CALCUTTA,160,1,0,9.220272161741836,3121.5,0,0,0,4240,320.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4672,1,0,PROD C,0,0,506.6666666666667,0,4240,0,0,3180.75,0,0,38078CALCUTTA AGENT 4PROD C,0,0,0,2004-04,CALCUTTA,1040,1,0,6.94,2314.833333333333,0,0,0,3200,160.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2306,1,0,PROD C,0,0,826.6666666666666,0,3200,0,304,3147.4166666666665,0,0,38108CALCUTTA AGENT 4PROD C,0,0,0,2004-05,CALCUTTA,1280,1,0,6.94,1039.1666666666667,0,0,0,2224,1040.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5442,1,0,PROD C,0,0,1013.3333333333334,0,2224,0,960,3030.75,0,0,38139CALCUTTA AGENT 4PROD C,0,0,0,2004-06,CALCUTTA,720,1,0,6.94,680.0,0,0,0,2464,1280.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2610,1,0,PROD C,0,0,986.6666666666666,0,2464,0,0,2284.083333333333,0,0,38169CALCUTTA AGENT 4PROD C,0,0,0,2004-07,CALCUTTA,960,1,0,6.94,746.6666666666666,0,0,0,1504,720.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2199,1,0,PROD C,0,0,640.0,0,1504,0,0,2050.75,0,0,38200CALCUTTA AGENT 4PROD C,0,0,0,2004-08,CALCUTTA,240,1,0,7.04,733.3333333333334,0,0,0,1264,960.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3990,1,0,PROD C,0,0,1034.6666666666667,0,1264,0,3600,2072.75,0,0,38231CALCUTTA AGENT 4PROD C,0,0,0,2004-09,CALCUTTA,1904,1,0,7.04,1024.0,0,0,0,2960,240.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2474,1,0,PROD C,0,0,1461.3333333333333,0,2960,0,1200,1769.4166666666667,0,0,38261CALCUTTA AGENT 4PROD C,0,0,0,2004-10,CALCUTTA,2240,1,0,7.04,1224.0,0,0,0,1920,1904.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1046,1,0,PROD C,0,0,1594.6666666666667,0,1920,0,6000,1078.25,0,0,38292CALCUTTA AGENT 4PROD C,0,0,0,2004-11,CALCUTTA,640,1,0,7.04,1117.3333333333333,0,0,0,7280,2240.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
684,1,0,PROD C,0,0,1306.6666666666667,0,7280,0,0,925.3333333333334,0,0,38322CALCUTTA AGENT 4PROD C,0,0,0,2004-12,CALCUTTA,1040,1,0,7.04,1170.6666666666667,0,0,0,6240,640.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1760,1,0,PROD C,0,0,853.3333333333334,0,6240,0,0,952.0,0,0,38353CALCUTTA AGENT 4PROD C,0,0,0,2005-01,CALCUTTA,880,1,0,7.04,1157.3333333333333,0,0,0,5360,1040.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1100,1,0,PROD C,0,0,933.3333333333334,0,5360,0,0,998.6666666666666,0,0,38384CALCUTTA AGENT 4PROD C,0,0,0,2005-02,CALCUTTA,880,1,0,7.04,1264.0,0,0,0,4480,880.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1005,1,0,PROD C,0,0,933.3333333333334,0,4480,0,0,1072.0,0,0,38412CALCUTTA AGENT 4PROD C,0,0,0,2005-03,CALCUTTA,1040,1,0,7.04,1120.0,0,0,0,3440,880.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1389,1,0,PROD C,0,0,826.6666666666666,0,3440,0,0,1032.0,0,0,38443CALCUTTA AGENT 4PROD C,0,0,0,2005-04,CALCUTTA,560,1,0,7.04,840.0,0,0,0,2880,1040.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1527,1,0,PROD C,0,0,986.6666666666666,0,2880,0,0,1038.6666666666667,0,0,38473CALCUTTA AGENT 4PROD C,0,0,0,2005-05,CALCUTTA,1360,1,0,7.04,960.0,0,0,0,1520,560.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3167,1,0,PROD C,0,0,813.3333333333334,0,1520,0,160,1022.0,0,0,38504CALCUTTA AGENT 4PROD C,0,0,0,2005-06,CALCUTTA,520,1,0,7.04,873.3333333333334,0,0,0,1160,1360.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1634,1,0,PROD C,0,0,866.6666666666666,0,362,0,2880,1002.0,0,0,38534CALCUTTA AGENT 4PROD C,0,0,0,2005-07,CALCUTTA,720,1,0,7.29,846.6666666666666,0,0,0,2522,520.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2121,1,0,PROD C,0,0,600.0,0,1562,0,480,1028.6666666666667,0,0,38565CALCUTTA AGENT 4PROD C,0,0,0,2005-08,CALCUTTA,560,1,0,7.29,793.3333333333334,0,0,0,1482,720.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2045,1,0,PROD C,0,0,506.6666666666667,0,1482,0,1920,890.0,0,0,38596CALCUTTA AGENT 4PROD C,0,0,0,2005-09,CALCUTTA,240,1,0,7.29,660.0,0,0,0,3162,560.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3000,1,0,PROD C,0,0,346.6666666666667,0,3162,0,880,723.3333333333334,0,0,38626CALCUTTA AGENT 4PROD C,0,0,0,2005-10,CALCUTTA,240,1,0,7.29,606.6666666666666,0,0,0,3802,240.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1643,1,0,PROD C,0,0,800.0,0,3802,0,400,830.0,0,0,38657CALCUTTA AGENT 4PROD C,0,0,0,2005-11,CALCUTTA,1920,1,0,7.29,700.0,0,0,0,2282,240.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1800,1,0,PROD C,0,0,1226.6666666666667,0,1242,0,3360,870.0,0,0,38687CALCUTTA AGENT 4PROD C,0,0,0,2005-12,CALCUTTA,1520,1,0,7.29,866.6666666666666,0,0,0,3082,1920.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2250,1,0,PROD C,0,0,1306.6666666666667,0,3802,0,4080,836.6666666666666,0,0,38718CALCUTTA AGENT 4PROD C,0,0,0,2006-01,CALCUTTA,480,1,0,7.29,826.6666666666666,0,0,0,7402,1520.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2177,1,0,PROD C,0,0,960.0,0,7402,0,0,836.6666666666666,0,0,38749CALCUTTA AGENT 4PROD C,0,0,0,2006-02,CALCUTTA,880,1,0,7.29,880.0,0,0,0,6522,480.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
693,1,0,PROD C,0,0,746.6666666666666,0,6522,0,0,823.3333333333334,0,0,38777CALCUTTA AGENT 4PROD C,0,0,0,2006-03,CALCUTTA,880,1,0,7.29,986.6666666666666,0,0,0,5642,880.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
527,1,0,PROD C,0,0,880.0,0,5642,0,0,850.0,0,0,38808CALCUTTA AGENT 4PROD C,0,0,0,2006-04,CALCUTTA,880,1,0,7.29,1093.3333333333333,0,0,0,4762,880.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1712,1,0,PROD C,0,0,1599.3333333333333,0,5562,0,0,989.8333333333334,0,0,38838CALCUTTA AGENT 4PROD C,0,0,0,2006-05,CALCUTTA,3038,1,0,7.29,1279.6666666666667,0,0,0,2524,880.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
669,1,0,PROD C,0,0,1532.6666666666667,0,2762,0,0,1003.1666666666666,0,0,38869CALCUTTA AGENT 4PROD C,0,0,0,2006-06,CALCUTTA,680,1,0,7.29,1139.6666666666667,0,0,0,2082,3038.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
910,1,0,PROD C,0,0,1772.6666666666667,0,2082,0,0,1076.5,0,0,38899CALCUTTA AGENT 4PROD C,0,0,0,2006-07,CALCUTTA,1600,1,0,7.29,1326.3333333333333,0,0,0,482,680.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2030,1,0,PROD C,0,0,1401.3333333333333,0,964,0,3840,1190.1666666666667,0,0,38930CALCUTTA AGENT 4PROD C,0,0,0,2006-08,CALCUTTA,1924,1,0,7.29,1500.3333333333333,0,0,0,2880,1600.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
956,1,0,PROD C,0,0,1441.3333333333333,0,1280,0,480,1236.8333333333333,0,0,38961CALCUTTA AGENT 4PROD C,0,0,0,2006-09,CALCUTTA,800,1,0,7.29,1487.0,0,0,0,960,1924.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
769,1,0,PROD C,0,0,1094.6666666666667,0,960,0,1440,1263.5,0,0,38991CALCUTTA AGENT 4PROD C,0,0,0,2006-10,CALCUTTA,560,1,0,7.29,1433.6666666666667,0,0,0,1840,800.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1908,1,0,PROD C,0,0,826.6666666666666,0,1840,0,1120,1196.8333333333333,0,0,39022CALCUTTA AGENT 4PROD C,0,0,0,2006-11,CALCUTTA,1120,1,0,7.29,1114.0,0,0,0,1840,560.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1244,1,0,PROD C,0,0,1186.6666666666667,0,1840,0,1600,1226.8333333333333,0,0,39052CALCUTTA AGENT 4PROD C,0,0,0,2006-12,CALCUTTA,1880,1,0,7.29,1314.0,0,0,0,1560,1120.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4039,0,0,PROD C,0,0,1426.6666666666667,0,6240,0,80,1293.5,0,0,37987CALCUTTA AGENT 1PROD C,0,0,0,2004-01,CALCUTTA,1280,1,0,9.220272161741836,1260.6666666666667,0,0,0,5040,1880.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5387,0,0,PROD C,0,0,1320.0,0,5040,0,0,1286.8333333333333,0,0,38018CALCUTTA AGENT 1PROD C,0,0,0,2004-02,CALCUTTA,800,1,0,9.220272161741836,1073.3333333333333,0,0,0,4240,1280.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2939,0,0,PROD C,0,0,1026.6666666666667,0,4240,0,2040,1296.8333333333333,0,0,38047CALCUTTA AGENT 1PROD C,0,0,0,2004-03,CALCUTTA,1000,1,0,9.220272161741836,1106.6666666666667,0,0,0,5280,800.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7006,0,0,PROD C,0,0,2013.3333333333333,0,5280,0,0,1576.8333333333333,0,0,38078CALCUTTA AGENT 1PROD C,0,0,0,2004-04,CALCUTTA,4240,1,0,6.94,1720.0,0,0,0,1040,1000.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6938,0,0,PROD C,0,0,2813.333333333333,0,1040,0,4880,1590.3333333333333,0,0,38108CALCUTTA AGENT 1PROD C,0,0,0,2004-05,CALCUTTA,3200,1,0,6.94,2066.6666666666665,0,0,0,2720,4240.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
13000,0,0,PROD C,0,0,2826.6666666666665,0,2720,0,1120,1620.3333333333333,0,0,38139CALCUTTA AGENT 1PROD C,0,0,0,2004-06,CALCUTTA,1040,1,0,6.94,1926.6666666666667,0,0,0,2800,3200.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3566,0,0,PROD C,0,0,2560.0,0,2800,0,640,1773.6666666666667,0,0,38169CALCUTTA AGENT 1PROD C,0,0,0,2004-07,CALCUTTA,3440,1,0,6.94,2286.6666666666665,0,0,0,0,1040.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5000,0,0,PROD C,0,0,2533.333333333333,0,0,0,3120,1873.3333333333333,0,0,38200CALCUTTA AGENT 1PROD C,0,0,0,2004-08,CALCUTTA,3120,1,0,7.04,2673.333333333333,0,0,0,0,3440.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7415,0,0,PROD C,0,0,4506.666666666667,0,0,0,9840,2386.6666666666665,0,0,38231CALCUTTA AGENT 1PROD C,0,0,0,2004-09,CALCUTTA,6960,1,0,7.04,3666.6666666666665,0,0,0,2880,3120.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4206,0,0,PROD C,0,0,4266.666666666667,0,2880,0,4800,2566.6666666666665,0,0,38261CALCUTTA AGENT 1PROD C,0,0,0,2004-10,CALCUTTA,2720,1,0,7.04,3413.333333333333,0,0,0,4960,6960.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4501,0,0,PROD C,0,0,3626.6666666666665,0,4960,0,0,2573.333333333333,0,0,38292CALCUTTA AGENT 1PROD C,0,0,0,2004-11,CALCUTTA,1200,1,0,7.04,3080.0,0,0,0,3760,2720.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5229,0,0,PROD C,0,0,2133.333333333333,0,3760,0,2320,2623.333333333333,0,0,38322CALCUTTA AGENT 1PROD C,0,0,0,2004-12,CALCUTTA,2480,1,0,7.04,3320.0,0,0,0,3600,1200.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3666,0,0,PROD C,0,0,2080.0,0,3600,0,4000,2730.0,0,0,38353CALCUTTA AGENT 1PROD C,0,0,0,2005-01,CALCUTTA,2560,1,0,7.04,3173.333333333333,0,0,0,5040,2480.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7380,0,0,PROD C,0,0,2240.0,0,5040,0,4160,2803.333333333333,0,0,38384CALCUTTA AGENT 1PROD C,0,0,0,2005-02,CALCUTTA,1680,1,0,7.04,2933.333333333333,0,0,0,7520,2560.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2900,0,0,PROD C,0,0,2160.0,0,3520,0,400,2906.6666666666665,0,0,38412CALCUTTA AGENT 1PROD C,0,0,0,2005-03,CALCUTTA,2240,1,0,7.04,2146.6666666666665,0,0,0,1680,1680.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4619,0,0,PROD C,0,0,2103.333333333333,0,1680,0,4000,2752.5,0,0,38443CALCUTTA AGENT 1PROD C,0,0,0,2005-04,CALCUTTA,2390,1,0,7.04,2091.6666666666665,0,0,0,3290,2240.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3589,0,0,PROD C,0,0,2503.333333333333,0,3290,0,8000,2725.833333333333,0,0,38473CALCUTTA AGENT 1PROD C,0,0,0,2005-05,CALCUTTA,2880,1,0,7.04,2371.6666666666665,0,0,0,8410,2390.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7000,0,0,PROD C,0,0,2370.0,0,8410,0,0,2792.5,0,0,38504CALCUTTA AGENT 1PROD C,0,0,0,2005-06,CALCUTTA,1840,1,0,7.04,2265.0,0,0,0,6570,2880.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5373,0,0,PROD C,0,0,2533.333333333333,0,6570,0,70,2745.833333333333,0,0,38534CALCUTTA AGENT 1PROD C,0,0,0,2005-07,CALCUTTA,2880,1,0,7.29,2318.333333333333,0,0,0,3760,1840.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
8722,0,0,PROD C,0,0,2480.0,0,3760,0,1920,2712.5,0,0,38565CALCUTTA AGENT 1PROD C,0,0,0,2005-08,CALCUTTA,2720,1,0,7.29,2491.6666666666665,0,0,0,2960,2880.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3160,0,0,PROD C,0,0,2613.333333333333,0,2960,0,2000,2319.1666666666665,0,0,38596CALCUTTA AGENT 1PROD C,0,0,0,2005-09,CALCUTTA,2240,1,0,7.29,2491.6666666666665,0,0,0,2720,2720.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2480,0,0,PROD C,0,0,2560.0,0,2720,0,0,2319.1666666666665,0,0,38626CALCUTTA AGENT 1PROD C,0,0,0,2005-10,CALCUTTA,2720,1,0,7.29,2546.6666666666665,0,0,0,0,2240.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2880,0,0,PROD C,0,0,3013.333333333333,0,0,0,4080,2559.1666666666665,0,0,38657CALCUTTA AGENT 1PROD C,0,0,0,2005-11,CALCUTTA,4080,1,0,7.29,2746.6666666666665,0,0,0,0,2720.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4875,0,0,PROD C,0,0,4106.666666666667,0,0,0,9600,2812.5,0,0,38687CALCUTTA AGENT 1PROD C,0,0,0,2005-12,CALCUTTA,5520,1,0,7.29,3360.0,0,0,0,4080,4080.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5100,0,0,PROD C,0,0,4720.0,0,4080,0,3200,2979.1666666666665,0,0,38718CALCUTTA AGENT 1PROD C,0,0,0,2006-01,CALCUTTA,4560,1,0,7.29,3640.0,0,0,0,2720,5520.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3600,0,0,PROD C,0,0,3973.3333333333335,0,2720,0,2240,2992.5,0,0,38749CALCUTTA AGENT 1PROD C,0,0,0,2006-02,CALCUTTA,1840,1,0,7.29,3493.333333333333,0,0,0,3120,4560.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3847,0,0,PROD C,0,0,2506.6666666666665,0,3120,0,1600,2899.1666666666665,0,0,38777CALCUTTA AGENT 1PROD C,0,0,0,2006-03,CALCUTTA,1120,1,0,7.29,3306.6666666666665,0,0,0,3600,1840.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4594,0,0,PROD C,0,0,1920.0,0,3520,0,2800,2933.333333333333,0,0,38808CALCUTTA AGENT 1PROD C,0,0,0,2006-04,CALCUTTA,2800,1,0,7.29,3320.0,0,0,0,3520,1120.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3058,0,0,PROD C,0,0,2746.6666666666665,0,3520,0,2400,3053.333333333333,0,0,38838CALCUTTA AGENT 1PROD C,0,0,0,2006-05,CALCUTTA,4320,1,0,7.29,3360.0,0,0,0,1600,2800.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1366,0,0,PROD C,0,0,3373.333333333333,0,1600,0,1440,3150.0,0,0,38869CALCUTTA AGENT 1PROD C,0,0,0,2006-06,CALCUTTA,3000,1,0,7.29,2940.0,0,0,0,40,4320.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
10000,0,0,PROD C,0,0,4760.0,0,80,0,24000,3490.0,0,0,38899CALCUTTA AGENT 1PROD C,0,0,0,2006-07,CALCUTTA,6960,1,0,7.29,3340.0,0,0,0,17120,3000.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4188,0,0,PROD C,0,0,5240.0,0,8560,0,80,3743.3333333333335,0,0,38930CALCUTTA AGENT 1PROD C,0,0,0,2006-08,CALCUTTA,5760,1,0,7.29,3993.3333333333335,0,0,0,2880,6960.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1074,0,0,PROD C,0,0,5440.0,0,2880,0,800,3856.6666666666665,0,0,38961CALCUTTA AGENT 1PROD C,0,0,0,2006-09,CALCUTTA,3600,1,0,7.29,4406.666666666667,0,0,0,80,5760.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4720,0,0,PROD C,0,0,5776.666666666667,0,0,0,11760,4294.166666666667,0,0,38991CALCUTTA AGENT 1PROD C,0,0,0,2006-10,CALCUTTA,7970,1,0,19.0,5268.333333333333,0,0,0,3790,3600.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7369,0,0,PROD C,0,0,5083.333333333333,0,3790,0,0,4260.833333333333,0,0,39022CALCUTTA AGENT 1PROD C,0,0,0,2006-11,CALCUTTA,3680,1,0,7.29,5161.666666666667,0,0,0,110,7970.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
8603,0,0,PROD C,0,0,7416.666666666667,0,110,0,13600,4684.166666666667,0,0,39052CALCUTTA AGENT 1PROD C,0,0,0,2006-12,CALCUTTA,10600,1,0,7.29,6428.333333333333,0,0,0,3110,3680.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2693,0,0,PROD C,0,0,5373.333333333333,1,8130,0,0,4457.5,0,0,37987CALCUTTA AGENT 5PROD C,0,0,0,2004-01,CALCUTTA,1840,1,0,9.220272161741836,5575.0,0,0,0,6290,10600.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3591,0,0,PROD C,0,0,4653.333333333333,1,3250,0,0,4430.833333333333,0,0,38018CALCUTTA AGENT 5PROD C,0,0,0,2004-02,CALCUTTA,1520,1,0,9.220272161741836,4868.333333333333,0,0,0,1730,1840.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2304,0,0,PROD C,0,0,1216.6666666666667,1,1730,0,720,4361.666666666667,0,0,38047CALCUTTA AGENT 5PROD C,0,0,0,2004-03,CALCUTTA,290,1,0,9.220272161741836,4316.666666666667,0,0,0,2160,1520.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4672,0,0,PROD C,0,0,1350.0,1,2160,0,480,4315.0,0,0,38078CALCUTTA AGENT 5PROD C,0,0,0,2004-04,CALCUTTA,2240,1,0,6.94,3361.6666666666665,0,0,0,400,290.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3554,0,0,PROD C,0,0,1283.3333333333333,1,400,0,1840,4065.0,0,0,38108CALCUTTA AGENT 5PROD C,0,0,0,2004-05,CALCUTTA,1320,1,0,6.94,2968.333333333333,0,0,0,920,2240.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5000,0,0,PROD C,0,0,2080.0,1,920,0,1760,4038.3333333333335,0,0,38139CALCUTTA AGENT 5PROD C,0,0,0,2004-06,CALCUTTA,2680,1,0,6.94,1648.3333333333333,0,0,0,0,1320.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7640,0,0,PROD C,0,0,2666.6666666666665,1,0,0,6040,3791.6666666666665,0,0,38169CALCUTTA AGENT 5PROD C,0,0,0,2004-07,CALCUTTA,4000,1,0,6.94,2008.3333333333333,0,0,0,2040,2680.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6437,0,0,PROD C,0,0,3493.333333333333,1,2040,0,1760,3628.3333333333335,0,0,38200CALCUTTA AGENT 5PROD C,0,0,0,2004-08,CALCUTTA,3800,1,0,7.04,2388.333333333333,0,0,0,0,4000.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6098,0,0,PROD C,0,0,2600.0,1,0,0,0,3328.333333333333,0,0,38231CALCUTTA AGENT 5PROD C,0,0,0,2004-09,CALCUTTA,0,1,0,9.220272161741836,2340.0,0,0,0,0,3800.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4577,0,0,PROD C,0,0,2953.333333333333,1,0,0,14640,3085.833333333333,0,0,38261CALCUTTA AGENT 5PROD C,0,0,0,2004-10,CALCUTTA,5060,1,0,7.04,2810.0,0,0,0,9580,0.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2628,0,0,PROD C,0,0,2220.0,1,9580,0,0,2912.5,0,0,38292CALCUTTA AGENT 5PROD C,0,0,0,2004-11,CALCUTTA,1600,1,0,7.04,2856.6666666666665,0,0,0,7980,5060.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1718,0,0,PROD C,0,0,3356.6666666666665,1,7980,0,0,2313.333333333333,0,0,38322CALCUTTA AGENT 5PROD C,0,0,0,2004-12,CALCUTTA,3410,1,0,7.04,2978.333333333333,0,0,0,4570,1600.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2640,0,0,PROD C,0,0,3193.333333333333,1,4570,0,0,2540.833333333333,0,0,38353CALCUTTA AGENT 5PROD C,0,0,0,2005-01,CALCUTTA,4570,1,0,7.04,3073.333333333333,0,0,0,0,3410.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2970,0,0,PROD C,0,0,5530.0,1,0,0,15280,3131.6666666666665,0,0,38384CALCUTTA AGENT 5PROD C,0,0,0,2005-02,CALCUTTA,8610,1,0,7.04,3875.0,0,0,0,6670,4570.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2032,0,0,PROD C,0,0,5310.0,1,6670,0,2400,3336.6666666666665,0,0,38412CALCUTTA AGENT 5PROD C,0,0,0,2005-03,CALCUTTA,2750,1,0,7.04,4333.333333333333,0,0,0,6320,8610.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3976,0,0,PROD C,0,0,4461.666666666667,1,720,0,3120,3318.75,0,0,38443CALCUTTA AGENT 5PROD C,0,0,0,2005-04,CALCUTTA,2025,1,0,7.04,3827.5,0,0,0,1815,2750.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3218,0,0,PROD C,0,0,1928.3333333333333,1,1815,0,14320,3292.9166666666665,0,0,38473CALCUTTA AGENT 5PROD C,0,0,0,2005-05,CALCUTTA,1010,1,0,7.04,3729.1666666666665,0,0,0,15125,2025.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
