Forecast,Agent_4,Location_PARWANOO,SKU,Location_ERNAKULAM,Location_GHAZIABAD,Sales_MA_3,Agent_5,OpeningStock,Location_DEHRADUN,Receipts,Sales_MA_12,Agent_2,Agent_3,Key,Location_CHENNAI,Location_CHANDIGARH,Location_BANGALORE,Date,Location,Sales,Location_CALCUTTA,Location_KANPUR,SellingPrice,Sales_MA_6,Location_AHMEDABAD,Location_ZIRAKPUR,Location_DELHI,NetStock,Lagged_Sales,Agent_1,Division,Location_AMBALA,Location_HYDERABAD,Location_MUMBAI,Scheme End,Days of Discount,Discount (%),PROD A,PROD B,PROD C,PROD D,PROD E,AHMEDABAD,AMBALA,BANGALORE,CHANDIGARH,CHENNAI,DEHRADUN,DELHI,GHAZIABAD,HYDERABAD,KANPUR,KOCHI,KOLKATA,MUMBAI,PARWANOO,ZIRAKHPUR
3494,0,0,PROD E,0,0,4620.0,0,1530,0,3780,4620.0,1,0,37987AHMEDABAD AGENT 2PROD E,0,0,0,2004-01,AHMEDABAD,4620,0,0,9.220272161741836,4620.0,1,0,0,690,,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3601,0,0,PROD E,0,0,4170.0,0,690,0,3600,4170.0,1,0,38018AHMEDABAD AGENT 2PROD E,0,0,0,2004-02,AHMEDABAD,3720,0,0,9.220272161741836,4170.0,1,0,0,570,4620.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1888,0,0,PROD E,0,0,3630.0,0,570,0,7020,3630.0,1,0,38047AHMEDABAD AGENT 2PROD E,0,0,0,2004-03,AHMEDABAD,2550,0,0,9.220272161741836,3630.0,1,0,0,5040,3720.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
20592,0,0,PROD E,0,0,5550.0,0,3600,0,11880,5317.5,1,0,38078AHMEDABAD AGENT 2PROD E,0,0,0,2004-04,AHMEDABAD,10380,0,0,9.0,5317.5,1,0,0,5100,2550.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
14668,0,0,PROD E,0,0,6035.0,0,5100,0,3060,5289.0,1,0,38108AHMEDABAD AGENT 2PROD E,0,0,0,2004-05,AHMEDABAD,5175,0,0,9.0,5289.0,1,0,0,2985,10380.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
11894,0,0,PROD E,0,0,7815.0,0,2985,0,6300,5722.5,1,0,38139AHMEDABAD AGENT 2PROD E,0,0,0,2004-06,AHMEDABAD,7890,0,0,9.0,5722.5,1,0,0,1395,5175.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
9576,0,0,PROD E,0,0,5605.0,0,1395,0,6300,5440.714285714285,1,0,38169AHMEDABAD AGENT 2PROD E,0,0,0,2004-07,AHMEDABAD,3750,0,0,9.0,5577.5,1,0,0,3945,7890.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6888,0,0,PROD E,0,0,4915.0,0,3945,0,4860,5148.75,1,0,38200AHMEDABAD AGENT 2PROD E,0,0,0,2004-08,AHMEDABAD,3105,0,0,9.0,5475.0,1,0,0,5700,3750.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
6123,0,0,PROD E,0,0,3928.6666666666665,0,5700,0,7206,5124.555555555556,1,0,38231AHMEDABAD AGENT 2PROD E,0,0,0,2004-09,AHMEDABAD,4931,0,0,9.0,5871.833333333333,1,0,0,7975,3105.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3921,0,0,PROD E,0,0,3965.6666666666665,0,7975,0,1800,4998.2,1,0,38261AHMEDABAD AGENT 2PROD E,0,0,0,2004-10,AHMEDABAD,3861,0,0,10.26,4785.333333333333,1,0,0,5914,4931.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5733,0,0,PROD E,0,0,4535.666666666667,0,5914,0,6660,4981.545454545455,1,0,38292AHMEDABAD AGENT 2PROD E,0,0,0,2004-11,AHMEDABAD,4815,0,0,10.26,4725.333333333333,1,0,0,7759,3861.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3724,0,0,PROD E,0,0,3997.0,0,7759,0,1830,4842.666666666667,1,0,38322AHMEDABAD AGENT 2PROD E,0,0,0,2004-12,AHMEDABAD,3315,0,0,10.26,3962.8333333333335,1,0,0,6274,4815.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4051,0,0,PROD E,0,0,3855.0,0,6274,0,6600,4743.916666666667,1,0,38353AHMEDABAD AGENT 2PROD E,0,0,0,2005-01,AHMEDABAD,3435,0,0,10.26,3910.3333333333335,1,0,0,9439,3315.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3507,0,0,PROD E,0,0,3405.0,0,9439,0,0,4722.666666666667,1,0,38384AHMEDABAD AGENT 2PROD E,0,0,0,2005-02,AHMEDABAD,3465,0,0,10.26,3970.3333333333335,1,0,0,5974,3435.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3984,0,0,PROD E,0,0,2866.6666666666665,0,5974,0,2700,4651.833333333333,1,0,38412AHMEDABAD AGENT 2PROD E,0,0,0,2005-03,AHMEDABAD,1700,0,0,10.26,3431.833333333333,1,0,0,6974,3465.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
11937,0,0,PROD E,0,0,4886.666666666667,0,6974,0,13500,4578.083333333333,1,0,38443AHMEDABAD AGENT 2PROD E,0,0,0,2005-04,AHMEDABAD,9495,0,0,10.35,4370.833333333333,1,0,0,10979,1700.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
8240,0,0,PROD E,0,0,5576.666666666667,0,10979,0,9000,4608.083333333333,1,0,38473AHMEDABAD AGENT 2PROD E,0,0,0,2005-05,AHMEDABAD,5535,0,0,10.35,4490.833333333333,1,0,0,14444,9495.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5917,0,0,PROD E,0,0,5810.0,0,14444,0,0,4150.583333333333,1,0,38504AHMEDABAD AGENT 2PROD E,0,0,0,2005-06,AHMEDABAD,2400,0,0,10.35,4338.333333333333,1,0,0,12044,5535.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4147,0,0,PROD E,0,0,3814.6666666666665,0,12044,0,0,4130.5,1,0,38534AHMEDABAD AGENT 2PROD E,0,0,0,2005-07,AHMEDABAD,3509,0,0,10.35,4350.666666666667,1,0,0,8535,2400.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3146,0,0,PROD E,0,0,3204.6666666666665,0,8535,0,180,4180.5,1,0,38565AHMEDABAD AGENT 2PROD E,0,0,0,2005-08,AHMEDABAD,3705,0,0,10.35,4390.666666666667,1,0,0,5010,3509.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3778,0,0,PROD E,0,0,3939.6666666666665,0,4995,0,4530,4153.333333333333,1,0,38596AHMEDABAD AGENT 2PROD E,0,0,0,2005-09,AHMEDABAD,4605,0,0,10.35,4874.833333333333,1,0,0,4920,3705.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4497,0,0,PROD E,0,0,3880.0,0,4905,0,5400,4109.083333333333,1,0,38626AHMEDABAD AGENT 2PROD E,0,0,0,2005-10,AHMEDABAD,3330,0,0,10.35,3847.3333333333335,1,0,0,6975,4605.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3486,0,0,PROD E,0,0,3815.0,0,6975,0,1080,4000.3333333333335,1,0,38657AHMEDABAD AGENT 2PROD E,0,0,0,2005-11,AHMEDABAD,3510,0,0,10.35,3509.833333333333,1,0,0,4545,3330.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3173,0,0,PROD E,0,0,3535.0,0,4545,0,3600,4037.8333333333335,1,0,38687AHMEDABAD AGENT 2PROD E,0,0,0,2005-12,AHMEDABAD,3765,0,0,10.35,3737.3333333333335,1,0,0,4380,3510.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3271,0,0,PROD E,0,0,3651.6666666666665,0,4380,0,4860,4058.25,1,0,38718AHMEDABAD AGENT 2PROD E,0,0,0,2006-01,AHMEDABAD,3680,0,0,10.35,3765.8333333333335,1,0,0,5560,3765.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4231,0,0,PROD E,0,0,3688.3333333333335,0,5560,0,2880,4071.1666666666665,1,0,38749AHMEDABAD AGENT 2PROD E,0,0,0,2006-02,AHMEDABAD,3620,0,0,10.35,3751.6666666666665,1,0,0,4820,3680.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1629,0,0,PROD E,0,0,3078.333333333333,0,4820,0,2700,4090.75,1,0,38777AHMEDABAD AGENT 2PROD E,0,0,0,2006-03,AHMEDABAD,1935,0,0,10.35,3306.6666666666665,1,0,0,5585,3620.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
9409,0,0,PROD E,0,0,3991.6666666666665,0,5585,0,8640,3834.5,1,0,38808AHMEDABAD AGENT 2PROD E,0,0,0,2006-04,AHMEDABAD,6420,0,0,10.35,3821.6666666666665,1,0,0,7805,1935.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5870,0,0,PROD E,0,0,3985.0,0,7805,0,3600,3673.25,1,0,38838AHMEDABAD AGENT 2PROD E,0,0,0,2006-05,AHMEDABAD,3600,0,0,10.35,3836.6666666666665,1,0,0,7805,6420.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2540,0,0,PROD E,0,0,4325.0,0,7805,0,0,3719.5,1,0,38869AHMEDABAD AGENT 2PROD E,0,0,0,2006-06,AHMEDABAD,2955,0,0,10.35,3701.6666666666665,1,0,0,4850,3600.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3687,0,0,PROD E,0,0,3193.333333333333,0,4685,0,0,3679.1666666666665,1,0,38899AHMEDABAD AGENT 2PROD E,0,0,0,2006-07,AHMEDABAD,3025,0,0,10.43,3592.5,1,0,0,1660,2955.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3054,0,0,PROD E,0,0,3138.333333333333,0,1660,0,2340,3656.6666666666665,1,0,38930AHMEDABAD AGENT 2PROD E,0,0,0,2006-08,AHMEDABAD,3435,0,0,10.43,3561.6666666666665,1,0,0,565,3025.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4209,0,0,PROD E,0,0,3268.333333333333,0,565,0,5040,3551.6666666666665,1,0,38961AHMEDABAD AGENT 2PROD E,0,0,0,2006-09,AHMEDABAD,3345,0,0,10.43,3796.6666666666665,1,0,0,2260,3435.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3858,0,0,PROD E,0,0,3500.0,0,2260,0,4140,3584.1666666666665,1,0,38991AHMEDABAD AGENT 2PROD E,0,0,0,2006-10,AHMEDABAD,3720,0,0,10.43,3346.6666666666665,1,0,0,2680,3345.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3854,0,0,PROD E,0,0,3445.0,0,2680,0,5400,3564.1666666666665,1,0,39022AHMEDABAD AGENT 2PROD E,0,0,0,2006-11,AHMEDABAD,3270,0,0,10.43,3291.6666666666665,1,0,0,4810,3720.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4508,0,0,PROD E,0,0,3410.0,0,4810,0,0,3520.4166666666665,1,0,39052AHMEDABAD AGENT 2PROD E,0,0,0,2006-12,AHMEDABAD,3240,0,0,10.43,3339.1666666666665,1,0,0,1570,3270.0,0,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4373,0,0,PROD E,0,0,3010.0,0,1965,0,3780,3423.75,0,0,37987AHMEDABAD AGENT 1PROD E,0,0,0,2004-01,AHMEDABAD,2520,0,0,9.220272161741836,3255.0,1,0,0,3225,3240.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5333,0,0,PROD E,0,0,2760.0,0,3225,0,1890,3332.083333333333,0,0,38018AHMEDABAD AGENT 1PROD E,0,0,0,2004-02,AHMEDABAD,2520,0,0,9.220272161741836,3102.5,1,0,0,2595,2520.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3885,0,0,PROD E,0,0,2145.0,0,2595,0,5460,3287.083333333333,0,0,38047AHMEDABAD AGENT 1PROD E,0,0,0,2004-03,AHMEDABAD,1395,0,0,9.220272161741836,2777.5,1,0,0,6660,2520.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
32000,0,0,PROD E,0,0,6670.0,0,6660,0,13860,4093.3333333333335,0,0,38078AHMEDABAD AGENT 1PROD E,0,0,0,2004-04,AHMEDABAD,16095,0,0,9.0,4840.0,1,0,0,4425,1395.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
20550,0,0,PROD E,0,0,8870.0,0,4425,0,9000,4553.333333333333,0,0,38108AHMEDABAD AGENT 1PROD E,0,0,0,2004-05,AHMEDABAD,9120,0,0,9.0,5815.0,1,0,0,4305,16095.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
20822,0,0,PROD E,0,0,10775.0,0,4274,0,13860,4899.583333333333,0,0,38139AHMEDABAD AGENT 1PROD E,0,0,0,2004-06,AHMEDABAD,7110,0,0,9.0,6460.0,1,0,0,11024,9120.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
9068,0,0,PROD E,0,0,6575.0,0,11024,0,3600,4938.75,0,0,38169AHMEDABAD AGENT 1PROD E,0,0,0,2004-07,AHMEDABAD,3495,0,0,9.0,6622.5,1,0,0,11129,7110.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
7570,0,0,PROD E,0,0,5090.0,0,7529,0,2805,5041.25,0,0,38200AHMEDABAD AGENT 1PROD E,0,0,0,2004-08,AHMEDABAD,4665,0,0,9.0,6980.0,1,0,0,5669,3495.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5346,0,0,PROD E,0,0,3965.0,0,5669,0,4500,5073.75,0,0,38231AHMEDABAD AGENT 1PROD E,0,0,0,2004-09,AHMEDABAD,3735,0,0,9.0,7370.0,1,0,0,6434,4665.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4175,0,0,PROD E,0,0,3580.0,0,6434,0,1800,4958.75,0,0,38261AHMEDABAD AGENT 1PROD E,0,0,0,2004-10,AHMEDABAD,2340,0,0,9.0,5077.5,1,0,0,5894,3735.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4675,0,0,PROD E,0,0,2795.0,0,5805,0,0,4878.75,0,0,38292AHMEDABAD AGENT 1PROD E,0,0,0,2004-11,AHMEDABAD,2310,0,0,9.0,3942.5,1,0,0,3495,2340.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3037,0,0,PROD E,0,0,2795.0,0,3495,0,8910,4920.0,0,0,38322AHMEDABAD AGENT 1PROD E,0,0,0,2004-12,AHMEDABAD,3735,0,0,10.26,3380.0,1,0,0,8670,2310.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2496,0,0,PROD E,0,0,2650.0,0,6285,0,4500,4868.75,0,0,38353AHMEDABAD AGENT 1PROD E,0,0,0,2005-01,AHMEDABAD,1905,0,0,10.26,3115.0,1,0,0,8880,3735.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2860,0,0,PROD E,0,0,2405.0,0,4080,0,0,4790.0,0,0,38384AHMEDABAD AGENT 1PROD E,0,0,0,2005-02,AHMEDABAD,1575,0,0,10.26,2600.0,1,0,0,2505,1905.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2786,0,0,PROD E,0,0,1385.0,0,2505,0,8640,4730.0,0,0,38412AHMEDABAD AGENT 1PROD E,0,0,0,2005-03,AHMEDABAD,675,0,0,10.26,2090.0,1,0,0,10470,1575.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
18509,0,0,PROD E,0,0,5660.0,0,10110,0,16560,4616.25,0,0,38443AHMEDABAD AGENT 1PROD E,0,0,0,2005-04,AHMEDABAD,14730,0,0,10.35,4155.0,1,0,0,11940,675.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
10921,0,0,PROD E,0,0,8080.0,0,11940,0,10800,4592.5,0,0,38473AHMEDABAD AGENT 1PROD E,0,0,0,2005-05,AHMEDABAD,8835,0,0,10.35,5242.5,1,0,0,13905,14730.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
11575,0,0,PROD E,0,0,9565.0,0,13905,0,4500,4427.5,0,0,38504AHMEDABAD AGENT 1PROD E,0,0,0,2005-06,AHMEDABAD,5130,0,0,10.35,5475.0,1,0,0,13275,8835.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4791,0,0,PROD E,0,0,5205.0,0,13275,0,0,4273.75,0,0,38534AHMEDABAD AGENT 1PROD E,0,0,0,2005-07,AHMEDABAD,1650,0,0,10.35,5432.5,1,0,0,11625,5130.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3240,0,0,PROD E,0,0,3075.0,0,11610,0,0,4088.75,0,0,38565AHMEDABAD AGENT 1PROD E,0,0,0,2005-08,AHMEDABAD,2445,0,0,10.35,5577.5,1,0,0,9165,1650.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2900,0,0,PROD E,0,0,2045.0,0,9165,0,0,3947.5,0,0,38596AHMEDABAD AGENT 1PROD E,0,0,0,2005-09,AHMEDABAD,2040,0,0,10.35,5805.0,1,0,0,7125,2445.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4474,0,0,PROD E,0,0,2245.0,0,7125,0,15,3940.0,0,0,38626AHMEDABAD AGENT 1PROD E,0,0,0,2005-10,AHMEDABAD,2250,0,0,10.35,3725.0,1,0,0,4890,2040.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3124,0,0,PROD E,0,0,2205.0,0,4890,0,0,3941.25,0,0,38657AHMEDABAD AGENT 1PROD E,0,0,0,2005-11,AHMEDABAD,2325,0,0,10.35,2640.0,1,0,0,2565,2250.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3680,0,0,PROD E,0,0,2335.0,0,2565,0,2160,3832.5,0,0,38687AHMEDABAD AGENT 1PROD E,0,0,0,2005-12,AHMEDABAD,2430,0,0,10.35,2190.0,1,0,0,2295,2325.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2700,0,0,PROD E,0,0,2435.0,0,2295,0,1620,3886.25,0,0,38718AHMEDABAD AGENT 1PROD E,0,0,0,2006-01,AHMEDABAD,2550,0,0,10.35,2340.0,1,0,0,1365,2430.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2500,0,0,PROD E,0,0,2500.0,0,1365,0,3780,3965.0,0,0,38749AHMEDABAD AGENT 1PROD E,0,0,0,2006-02,AHMEDABAD,2520,0,0,10.35,2352.5,1,0,0,2625,2550.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3618,0,0,PROD E,0,0,2265.0,0,2625,0,6690,4052.5,0,0,38777AHMEDABAD AGENT 1PROD E,0,0,0,2006-03,AHMEDABAD,1725,0,0,10.35,2300.0,1,0,0,7590,2520.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
14522,0,0,PROD E,0,0,3685.0,0,7590,0,11340,3392.5,0,0,38808AHMEDABAD AGENT 1PROD E,0,0,0,2006-04,AHMEDABAD,6810,0,0,10.35,3060.0,1,0,0,12120,1725.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
10251,0,0,PROD E,0,0,5965.0,0,12120,0,3600,3436.25,0,0,38838AHMEDABAD AGENT 1PROD E,0,0,0,2006-05,AHMEDABAD,9360,0,0,10.35,4232.5,1,0,0,6360,6810.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5325,0,0,PROD E,0,0,6400.0,0,6360,0,180,3261.25,0,0,38869AHMEDABAD AGENT 1PROD E,0,0,0,2006-06,AHMEDABAD,3030,0,0,10.35,4332.5,1,0,0,3510,9360.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2629,0,0,PROD E,0,0,4995.0,0,3510,0,0,3340.0,0,0,38899AHMEDABAD AGENT 1PROD E,0,0,0,2006-07,AHMEDABAD,2595,0,0,10.35,4340.0,1,0,0,915,3030.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2215,0,0,PROD E,0,0,2625.0,0,915,0,4140,3323.75,0,0,38930AHMEDABAD AGENT 1PROD E,0,0,0,2006-08,AHMEDABAD,2250,0,0,10.43,4295.0,1,0,0,2805,2595.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2580,0,0,PROD E,0,0,2600.0,0,2805,0,360,3400.0,0,0,38961AHMEDABAD AGENT 1PROD E,0,0,0,2006-09,AHMEDABAD,2955,0,0,10.43,4500.0,1,0,0,210,2250.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
2541,0,0,PROD E,0,0,2520.0,0,210,0,3240,3408.75,0,0,38991AHMEDABAD AGENT 1PROD E,0,0,0,2006-10,AHMEDABAD,2355,0,0,10.43,3757.5,1,0,0,1095,2955.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3299,0,0,PROD E,0,0,2770.0,0,1095,0,4860,3465.0,0,0,39022AHMEDABAD AGENT 1PROD E,0,0,0,2006-11,AHMEDABAD,3000,0,0,10.43,2697.5,1,0,0,2955,2355.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3177,0,0,PROD E,0,0,2895.0,0,2955,0,1980,3540.0,0,0,39052AHMEDABAD AGENT 1PROD E,0,0,0,2006-12,AHMEDABAD,3330,0,0,10.43,2747.5,1,0,0,1605,3000.0,1,CPASF,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1588,0,0,PROD E,0,0,3130.0,0,990,0,2340,3582.5,0,0,37987AMBALA AGENT 1PROD E,0,0,0,2004-01,AMBALA,3060,0,0,9.220272161741836,2825.0,0,0,0,270,3330.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
1637,0,0,PROD E,0,0,3080.0,0,450,0,5940,3610.0,0,0,38018AMBALA AGENT 1PROD E,0,0,0,2004-02,AMBALA,2850,0,0,9.220272161741836,2925.0,0,0,0,3540,3060.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
4700,0,0,PROD E,0,0,4230.0,0,3540,0,3240,4031.25,0,0,38047AMBALA AGENT 1PROD E,0,0,0,2004-03,AMBALA,6780,0,0,9.220272161741836,3562.5,0,0,0,0,2850.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
31072,0,0,PROD E,0,0,9270.0,0,0,0,27720,4978.75,0,0,38078AMBALA AGENT 1PROD E,0,0,0,2004-04,AMBALA,18180,0,0,9.0,6200.0,0,0,0,9540,6780.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
23766,0,0,PROD E,0,0,13405.0,0,5760,0,9540,5470.0,0,0,38108AMBALA AGENT 1PROD E,0,0,0,2004-05,AMBALA,15255,0,0,9.0,8242.5,0,0,0,45,18180.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
22444,0,0,PROD E,0,0,14520.0,0,45,0,10080,6061.25,0,0,38139AMBALA AGENT 1PROD E,0,0,0,2004-06,AMBALA,10125,0,0,9.0,9375.0,0,0,0,0,15255.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
6318,0,0,PROD E,0,0,9270.0,0,0,0,4140,6047.5,0,0,38169AMBALA AGENT 1PROD E,0,0,0,2004-07,AMBALA,2430,0,0,9.0,9270.0,0,0,0,1710,10125.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
4544,0,0,PROD E,0,0,4580.0,0,1710,0,2340,5958.75,0,0,38200AMBALA AGENT 1PROD E,0,0,0,2004-08,AMBALA,1185,0,0,9.0,8992.5,0,0,0,2865,2430.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
2105,0,0,PROD E,0,0,2200.0,0,2805,0,180,5961.25,0,0,38231AMBALA AGENT 1PROD E,0,0,0,2004-09,AMBALA,2985,0,0,9.0,8360.0,0,0,0,0,1185.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
3074,0,0,PROD E,0,0,2260.0,0,0,0,4680,5982.5,0,0,38261AMBALA AGENT 1PROD E,0,0,0,2004-10,AMBALA,2610,0,0,10.26,5765.0,0,0,0,2070,2985.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
3023,0,0,PROD E,0,0,2295.0,0,2070,0,900,5840.0,0,0,38292AMBALA AGENT 1PROD E,0,0,0,2004-11,AMBALA,1290,0,0,10.26,3437.5,0,0,0,1680,2610.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
1964,0,0,PROD E,0,0,1595.0,0,1680,0,2130,5636.25,0,0,38322AMBALA AGENT 1PROD E,0,0,0,2004-12,AMBALA,885,0,0,10.26,1897.5,0,0,0,2925,1290.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
2050,0,0,PROD E,0,0,1125.0,0,2925,0,1800,5481.25,0,0,38353AMBALA AGENT 1PROD E,0,0,0,2005-01,AMBALA,1200,0,0,10.26,1692.5,0,0,0,3525,885.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
1552,0,0,PROD E,0,0,1025.0,0,3525,0,0,5326.25,0,0,38384AMBALA AGENT 1PROD E,0,0,0,2005-02,AMBALA,990,0,0,10.26,1660.0,0,0,0,2535,1200.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
1591,0,0,PROD E,0,0,1080.0,0,2535,0,9900,4848.75,0,0,38412AMBALA AGENT 1PROD E,0,0,0,2005-03,AMBALA,1050,0,0,10.26,1337.5,0,0,0,11385,990.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
20907,0,0,PROD E,0,0,4370.0,0,11385,0,12600,4256.25,0,0,38443AMBALA AGENT 1PROD E,0,0,0,2005-04,AMBALA,11070,0,0,10.35,2747.5,0,0,0,12915,1050.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
15199,0,0,PROD E,0,0,7320.0,0,11115,0,14940,3805.0,0,0,38473AMBALA AGENT 1PROD E,0,0,0,2005-05,AMBALA,9840,0,0,10.35,4172.5,0,0,0,16215,11070.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
9441,0,0,PROD E,0,0,10163.333333333334,0,16215,0,8100,3759.5833333333335,0,0,38504AMBALA AGENT 1PROD E,0,0,0,2005-06,AMBALA,9580,0,0,10.35,5621.666666666667,0,0,0,14735,9840.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
6084,0,0,PROD E,0,0,7773.333333333333,0,13835,0,0,3882.0833333333335,0,0,38534AMBALA AGENT 1PROD E,0,0,0,2005-07,AMBALA,3900,0,0,10.35,6071.666666666667,0,0,0,9935,9580.0,1,CPASF,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
